2.582354,34.294529
0.217134,41.500675
2.556116,43.223457
0.116563,47.748260
7.612810,37.328838
10.162133,41.500675
12.559072,46.257771
17.473616,43.223457
22.446115,43.223457
27.418615,43.223457
27.502810,37.328838
27.476572,46.257771
32.475307,37.328838
35.050869,32.571747
39.949036,29.890402
42.446545,28.399908
45.022106,23.642815
47.445282,19.470978
52.359825,16.436668
49.994606,23.642815
52.333588,25.365599
54.967106,23.642815
57.306087,25.365599
57.390282,19.470978
62.278587,25.365599
64.811539,29.890402
67.309044,28.399908
72.281548,28.399908
74.756538,29.890402
82.168587,25.365599
82.252785,19.470978
79.803368,32.571747
82.226547,28.399908
87.225281,19.470978
89.774605,23.642815
92.113586,25.365599
92.197784,19.470978
97.112328,16.436668
102.142784,19.470978
104.617775,20.961472
107.031090,25.365599
104.591537,29.890402
104.665871,32.571747
109.638367,32.571747
112.061546,28.399908
117.034042,28.399908
119.609604,23.642815
124.507774,20.961472
126.921089,25.365599
127.005280,19.470978
124.555870,32.571747
126.979042,28.399908
131.893585,25.365599
131.977783,19.470978
129.454041,29.890402
134.500870,32.571747
136.897812,37.328838
141.812347,34.294529
146.758606,43.223457
146.842804,37.328838
146.816574,46.257771
151.731110,43.223457
156.761566,46.257771
159.363373,32.571747
159.262802,38.819332
159.337128,41.500675
159.236557,47.748260
166.701080,25.365599
164.261536,29.890402
166.759048,28.399908
169.260269,20.961472
171.731537,28.399908
174.307098,23.642815
174.206528,29.890402
179.253372,32.571747
181.592346,34.294529
181.650299,37.328838
184.151535,29.890402
186.564850,34.294529
186.649048,28.399908
191.563583,25.365599
189.198364,32.571747
191.537354,34.294529
194.170868,32.571747
196.509842,34.294529
196.594040,28.399908
201.540298,37.328838
206.454849,34.294529
209.014038,29.890402
208.987793,38.819332
214.060867,32.571747
216.457809,37.328838
219.033371,32.571747
221.456543,28.399908
221.430298,37.328838
226.429047,28.399908
228.978363,32.571747
231.375305,37.328838
233.850296,38.819332
238.897125,41.500675
241.294067,46.257771
246.208603,43.223457
246.292801,37.328838
251.207352,34.294529
253.840866,32.571747
258.739044,29.890402
263.711517,29.890402
266.124847,34.294529
266.182800,37.328838
268.732117,41.500675
271.071106,43.223457
271.155304,37.328838
273.730865,32.571747
273.704620,41.500675
278.703369,32.571747
281.042358,34.294529
286.014832,34.294529
288.547791,38.819332
288.622131,41.500675
293.620850,32.571747
293.520294,38.819332
293.594635,41.500675
300.958588,25.365599
298.519043,29.890402
298.593353,32.571747
303.491516,29.890402
308.464020,29.890402
310.961548,28.399908
315.934052,28.399908
315.907806,37.328838
320.906525,28.399908
323.381531,29.890402
328.354034,29.890402
335.766083,25.365599
333.326538,29.890402
333.400848,32.571747
340.738586,25.365599
338.299042,29.890402
338.373352,32.571747
340.712341,34.294529
343.372101,23.642815
348.270264,20.961472
353.317108,23.642815
353.216522,29.890402
353.290863,32.571747
355.629852,34.294529
358.189026,29.890402
363.235870,32.571747
365.574829,34.294529
365.632812,37.328838
368.208374,32.571747
368.182129,41.500675
370.521118,43.223457
370.605286,37.328838
373.106537,29.890402
375.493591,43.223457
375.577789,37.328838
378.153351,32.571747
378.127136,41.500675
383.025299,38.819332
388.098358,32.571747
390.521545,28.399908
387.997803,38.819332
390.495300,37.328838
395.436066,25.365599
398.043365,32.571747
400.466522,28.399908
403.015869,32.571747
405.354828,34.294529
405.439026,28.399908
405.412811,37.328838
410.411530,28.399908
412.960846,32.571747
415.299835,34.294529
420.272339,34.294529
422.805298,38.819332
422.879608,41.500675
425.302795,37.328838
430.217346,34.294529
432.850861,32.571747
435.274048,28.399908
440.246521,28.399908
442.795868,32.571747
447.768372,32.571747
450.107330,34.294529
452.666534,29.890402
455.137787,37.328838
460.104828,16.436668
457.665253,20.961472
457.639038,29.890402
462.712097,23.642815
465.135284,19.470978
462.685852,32.571747
465.109039,28.399908
467.684601,23.642815
472.657104,23.642815
475.054047,28.399908
479.968567,25.365599
477.603363,32.571747
479.942352,34.294529
482.501526,29.890402
482.475281,38.819332
482.549622,41.500675
484.946564,46.257771
487.421539,47.748260
489.919067,46.257771
494.833588,43.223457
494.917786,37.328838
