potential_mu_kcal_mol,replica,seed,pit_index,final_cluster_size_patches,total_dissolution_depth_events,max_dissolution_depth_events,mean_dissolution_depth_events,replica_nn_pair_ratio
0.25,139,1184912142700000497,5,1,1,1,1.000000000,1.136363636
0.25,139,1184912142700000497,6,1,0,0,0.000000000,1.136363636
0.25,139,1184912142700000497,7,1,4,4,4.000000000,1.136363636
0.25,139,1184912142700000497,8,1,0,0,0.000000000,1.136363636
0.25,139,1184912142700000497,9,1,0,0,0.000000000,1.136363636
0.25,139,1184912142700000497,10,2,3,2,1.500000000,1.136363636
0.25,139,1184912142700000497,11,1,2,2,2.000000000,1.136363636
0.25,139,1184912142700000497,12,1,2,2,2.000000000,1.136363636
0.25,139,1184912142700000497,13,1,2,2,2.000000000,1.136363636
0.25,139,1184912142700000497,14,1,0,0,0.000000000,1.136363636
0.25,139,1184912142700000497,15,1,2,2,2.000000000,1.136363636
0.25,139,1184912142700000497,16,1,3,3,3.000000000,1.136363636
0.25,139,1184912142700000497,17,1,1,1,1.000000000,1.136363636
0.25,139,1184912142700000497,18,2,7,5,3.500000000,1.136363636
0.25,139,1184912142700000497,19,1,4,4,4.000000000,1.136363636
0.25,139,1184912142700000497,20,1,3,3,3.000000000,1.136363636
0.25,140,7336263636649608786,0,1,0,0,0.000000000,2.395833333
0.25,140,7336263636649608786,1,1,0,0,0.000000000,2.395833333
0.25,140,7336263636649608786,2,1,5,5,5.000000000,2.395833333
0.25,140,7336263636649608786,3,1,1,1,1.000000000,2.395833333
0.25,140,7336263636649608786,4,1,2,2,2.000000000,2.395833333
0.25,140,7336263636649608786,5,1,1,1,1.000000000,2.395833333
0.25,140,7336263636649608786,6,1,3,3,3.000000000,2.395833333
0.25,140,7336263636649608786,7,3,13,10,4.333333333,2.395833333
0.25,140,7336263636649608786,8,1,1,1,1.000000000,2.395833333
0.25,140,7336263636649608786,9,1,1,1,1.000000000,2.395833333
0.25,140,7336263636649608786,10,1,3,3,3.000000000,2.395833333
0.25,140,7336263636649608786,11,1,0,0,0.000000000,2.395833333
0.25,140,7336263636649608786,12,1,1,1,1.000000000,2.395833333
0.25,140,7336263636649608786,13,1,0,0,0.000000000,2.395833333
0.25,141,1120065434786104817,0,1,4,4,4.000000000,3.362573099
0.25,141,1120065434786104817,1,1,1,1,1.000000000,3.362573099
0.25,141,1120065434786104817,2,3,1,1,0.333333333,3.362573099
0.25,141,1120065434786104817,3,1,0,0,0.000000000,3.362573099
0.25,141,1120065434786104817,4,1,1,1,1.000000000,3.362573099
0.25,141,1120065434786104817,5,2,3,3,1.500000000,3.362573099
0.25,141,1120065434786104817,6,1,1,1,1.000000000,3.362573099
0.25,141,1120065434786104817,7,1,5,5,5.000000000,3.362573099
0.25,141,1120065434786104817,8,1,0,0,0.000000000,3.362573099
0.25,141,1120065434786104817,9,1,1,1,1.000000000,3.362573099
0.25,141,1120065434786104817,10,1,0,0,0.000000000,3.362573099
0.25,141,1120065434786104817,11,2,15,9,7.500000000,3.362573099
0.25,141,1120065434786104817,12,1,1,1,1.000000000,3.362573099
0.25,141,1120065434786104817,13,1,0,0,0.000000000,3.362573099
0.25,141,1120065434786104817,14,1,2,2,2.000000000,3.362573099
0.25,142,10781492228395752457,0,1,0,0,0.000000000,2.818627451
0.25,142,10781492228395752457,1,1,2,2,2.000000000,2.818627451
0.25,142,10781492228395752457,2,1,0,0,0.000000000,2.818627451
0.25,142,10781492228395752457,3,1,5,5,5.000000000,2.818627451
0.25,142,10781492228395752457,4,1,5,5,5.000000000,2.818627451
0.25,142,10781492228395752457,5,1,1,1,1.000000000,2.818627451
0.25,142,10781492228395752457,6,1,1,1,1.000000000,2.818627451
0.25,142,10781492228395752457,7,1,5,5,5.000000000,2.818627451
0.25,142,10781492228395752457,8,1,4,4,4.000000000,2.818627451
0.25,142,10781492228395752457,9,2,4,4,2.000000000,2.818627451
0.25,142,10781492228395752457,10,1,5,5,5.000000000,2.818627451
0.25,142,10781492228395752457,11,2,3,2,1.500000000,2.818627451
0.25,142,10781492228395752457,12,1,0,0,0.000000000,2.818627451
0.25,142,10781492228395752457,13,1,0,0,0.000000000,2.818627451
0.25,142,10781492228395752457,14,2,4,3,2.000000000,2.818627451
0.25,143,7179002354009830276,0,1,3,3,3.000000000,2.521929825
0.25,143,7179002354009830276,1,1,0,0,0.000000000,2.521929825
0.25,143,7179002354009830276,2,1,2,2,2.000000000,2.521929825
0.25,143,7179002354009830276,3,1,2,2,2.000000000,2.521929825
0.25,143,7179002354009830276,4,1,2,2,2.000000000,2.521929825
0.25,143,7179002354009830276,5,1,0,0,0.000000000,2.521929825
0.25,143,7179002354009830276,6,1,2,2,2.000000000,2.521929825
0.25,143,7179002354009830276,7,1,2,2,2.000000000,2.521929825
0.25,143,7179002354009830276,8,1,0,0,0.000000000,2.521929825
0.25,143,7179002354009830276,9,1,0,0,0.000000000,2.521929825
0.25,143,7179002354009830276,10,2,0,0,0.000000000,2.521929825
0.25,143,7179002354009830276,11,1,0,0,0.000000000,2.521929825
0.25,143,7179002354009830276,12,3,2,2,0.666666667,2.521929825
0.25,143,7179002354009830276,13,1,0,0,0.000000000,2.521929825
0.25,143,7179002354009830276,14,1,1,1,1.000000000,2.521929825
0.25,143,7179002354009830276,15,1,2,2,2.000000000,2.521929825
0.25,144,14816585198746660586,0,2,3,2,1.500000000,2.782258065
0.25,144,14816585198746660586,1,3,11,5,3.666666667,2.782258065
0.25,144,14816585198746660586,2,1,4,4,4.000000000,2.782258065
0.25,144,14816585198746660586,3,1,1,1,1.000000000,2.782258065
0.25,144,14816585198746660586,4,2,6,5,3.000000000,2.782258065
0.25,144,14816585198746660586,5,2,1,1,0.500000000,2.782258065
0.25,144,14816585198746660586,6,1,0,0,0.000000000,2.782258065
0.25,144,14816585198746660586,7,1,9,9,9.000000000,2.782258065
0.25,144,14816585198746660586,8,2,2,2,1.000000000,2.782258065
0.25,144,14816585198746660586,9,1,0,0,0.000000000,2.782258065
0.25,144,14816585198746660586,10,1,1,1,1.000000000,2.782258065
0.25,144,14816585198746660586,11,2,3,2,1.500000000,2.782258065
0.25,144,14816585198746660586,12,1,0,0,0.000000000,2.782258065
0.25,144,14816585198746660586,13,1,1,1,1.000000000,2.782258065
0.25,144,14816585198746660586,14,1,4,4,4.000000000,2.782258065
0.25,144,14816585198746660586,15,1,0,0,0.000000000,2.782258065
0.25,144,14816585198746660586,16,1,1,1,1.000000000,2.782258065
0.25,144,14816585198746660586,17,2,4,3,2.000000000,2.782258065
0.25,144,14816585198746660586,18,1,2,2,2.000000000,2.782258065
0.25,144,14816585198746660586,19,2,6,4,3.000000000,2.782258065
0.25,144,14816585198746660586,20,1,4,4,4.000000000,2.782258065
0.25,144,14816585198746660586,21,1,0,0,0.000000000,2.782258065
0.25,145,12345268748611113365,0,1,0,0,0.000000000,2.478448276
0.25,145,12345268748611113365,1,1,0,0,0.000000000,2.478448276
0.25,145,12345268748611113365,2,1,0,0,0.000000000,2.478448276
0.25,145,12345268748611113365,3,1,1,1,1.000000000,2.478448276
0.25,145,12345268748611113365,4,1,0,0,0.000000000,2.478448276
0.25,145,12345268748611113365,5,1,1,1,1.000000000,2.478448276
0.25,145,12345268748611113365,6,1,1,1,1.000000000,2.478448276
0.25,145,12345268748611113365,7,1,2,2,2.000000000,2.478448276
0.25,145,12345268748611113365,8,1,0,0,0.000000000,2.478448276
0.25,145,12345268748611113365,9,1,3,3,3.000000000,2.478448276
0.25,145,12345268748611113365,10,1,4,4,4.000000000,2.478448276
0.25,145,12345268748611113365,11,1,4,4,4.000000000,2.478448276
0.25,145,12345268748611113365,12,2,3,2,1.500000000,2.478448276
0.25,145,12345268748611113365,13,2,8,5,4.000000000,2.478448276
0.25,145,12345268748611113365,14,1,0,0,0.000000000,2.478448276
0.25,145,12345268748611113365,15,3,3,3,1.000000000,2.478448276
0.25,145,12345268748611113365,16,1,1,1,1.000000000,2.478448276
0.25,145,12345268748611113365,17,1,1,1,1.000000000,2.478448276
0.25,145,12345268748611113365,18,1,2,2,2.000000000,2.478448276
0.25,145,12345268748611113365,19,4,4,2,1.000000000,2.478448276
0.25,145,12345268748611113365,20,1,6,6,6.000000000,2.478448276
0.25,145,12345268748611113365,21,1,1,1,1.000000000,2.478448276
0.25,146,16808259228528730560,0,1,4,4,4.000000000,1.326923077
0.25,146,16808259228528730560,1,1,0,0,0.000000000,1.326923077
0.25,146,16808259228528730560,2,2,4,4,2.000000000,1.326923077
0.25,146,16808259228528730560,3,2,5,4,2.500000000,1.326923077
0.25,146,16808259228528730560,4,1,2,2,2.000000000,1.326923077
0.25,146,16808259228528730560,5,1,1,1,1.000000000,1.326923077
0.25,146,16808259228528730560,6,1,2,2,2.000000000,1.326923077
0.25,146,16808259228528730560,7,1,3,3,3.000000000,1.326923077
0.25,146,16808259228528730560,8,1,1,1,1.000000000,1.326923077
0.25,146,16808259228528730560,9,1,1,1,1.000000000,1.326923077
0.25,146,16808259228528730560,10,1,3,3,3.000000000,1.326923077
0.25,146,16808259228528730560,11,1,3,3,3.000000000,1.326923077
0.25,146,16808259228528730560,12,2,2,1,1.000000000,1.326923077
0.25,146,16808259228528730560,13,1,0,0,0.000000000,1.326923077
0.25,146,16808259228528730560,14,1,1,1,1.000000000,1.326923077
0.25,146,16808259228528730560,15,1,8,8,8.000000000,1.326923077
0.25,146,16808259228528730560,16,1,1,1,1.000000000,1.326923077
0.25,146,16808259228528730560,17,1,0,0,0.000000000,1.326923077
0.25,146,16808259228528730560,18,1,2,2,2.000000000,1.326923077
0.25,146,16808259228528730560,19,1,2,2,2.000000000,1.326923077
0.25,146,16808259228528730560,20,1,1,1,1.000000000,1.326923077
0.25,146,16808259228528730560,21,1,0,0,0.000000000,1.326923077
0.25,146,16808259228528730560,22,1,0,0,0.000000000,1.326923077
0.25,147,4287858865099480545,0,1,5,5,5.000000000,2.178030303
0.25,147,4287858865099480545,1,4,1,1,0.250000000,2.178030303
0.25,147,4287858865099480545,2,1,5,5,5.000000000,2.178030303
0.25,147,4287858865099480545,3,1,4,4,4.000000000,2.178030303
0.25,147,4287858865099480545,4,1,4,4,4.000000000,2.178030303
0.25,147,4287858865099480545,5,1,1,1,1.000000000,2.178030303
0.25,147,4287858865099480545,6,1,0,0,0.000000000,2.178030303
0.25,147,4287858865099480545,7,1,1,1,1.000000000,2.178030303
0.25,147,4287858865099480545,8,1,0,0,0.000000000,2.178030303
0.25,147,4287858865099480545,9,2,5,3,2.500000000,2.178030303
0.25,147,4287858865099480545,10,1,6,6,6.000000000,2.178030303
0.25,147,4287858865099480545,11,1,2,2,2.000000000,2.178030303
0.25,147,4287858865099480545,12,1,0,0,0.000000000,2.178030303
0.25,147,4287858865099480545,13,1,0,0,0.000000000,2.178030303
0.25,147,4287858865099480545,14,1,4,4,4.000000000,2.178030303
0.25,147,4287858865099480545,15,1,0,0,0.000000000,2.178030303
0.25,147,4287858865099480545,16,3,2,1,0.666666667,2.178030303
0.25,147,4287858865099480545,17,1,0,0,0.000000000,2.178030303
0.25,147,4287858865099480545,18,1,1,1,1.000000000,2.178030303
0.25,147,4287858865099480545,19,2,2,2,1.000000000,2.178030303
0.25,147,4287858865099480545,20,2,1,1,0.500000000,2.178030303
0.25,147,4287858865099480545,21,1,0,0,0.000000000,2.178030303
0.25,147,4287858865099480545,22,1,0,0,0.000000000,2.178030303
0.25,147,4287858865099480545,23,1,0,0,0.000000000,2.178030303
0.25,147,4287858865099480545,24,1,3,3,3.000000000,2.178030303
0.25,148,2159124086709180333,0,1,0,0,0.000000000,3.194444444
0.25,148,2159124086709180333,1,2,5,4,2.500000000,3.194444444
0.25,148,2159124086709180333,2,4,3,2,0.750000000,3.194444444
0.25,148,2159124086709180333,3,1,1,1,1.000000000,3.194444444
0.25,148,2159124086709180333,4,4,7,3,1.750000000,3.194444444
0.25,148,2159124086709180333,5,3,2,2,0.666666667,3.194444444
0.25,148,2159124086709180333,6,1,0,0,0.000000000,3.194444444
0.25,148,2159124086709180333,7,1,1,1,1.000000000,3.194444444
0.25,148,2159124086709180333,8,1,0,0,0.000000000,3.194444444
0.25,148,2159124086709180333,9,4,7,3,1.750000000,3.194444444
0.25,148,2159124086709180333,10,1,0,0,0.000000000,3.194444444
0.25,148,2159124086709180333,11,2,5,5,2.500000000,3.194444444
0.25,148,2159124086709180333,12,1,0,0,0.000000000,3.194444444
0.25,148,2159124086709180333,13,1,2,2,2.000000000,3.194444444
0.25,148,2159124086709180333,14,1,2,2,2.000000000,3.194444444
0.25,148,2159124086709180333,15,1,0,0,0.000000000,3.194444444
0.25,148,2159124086709180333,16,1,3,3,3.000000000,3.194444444
0.25,148,2159124086709180333,17,2,5,3,2.500000000,3.194444444
0.25,148,2159124086709180333,18,1,4,4,4.000000000,3.194444444
0.25,148,2159124086709180333,19,1,6,6,6.000000000,3.194444444
0.25,148,2159124086709180333,20,1,2,2,2.000000000,3.194444444
0.25,148,2159124086709180333,21,1,0,0,0.000000000,3.194444444
0.25,149,8724432932696772255,0,4,9,4,2.250000000,2.228682171
0.25,149,8724432932696772255,1,2,3,2,1.500000000,2.228682171
0.25,149,8724432932696772255,2,3,6,3,2.000000000,2.228682171
0.25,149,8724432932696772255,3,1,8,8,8.000000000,2.228682171
0.25,149,8724432932696772255,4,1,3,3,3.000000000,2.228682171
0.25,149,8724432932696772255,5,1,0,0,0.000000000,2.228682171
0.25,149,8724432932696772255,6,4,4,4,1.000000000,2.228682171
0.25,149,8724432932696772255,7,4,6,4,1.500000000,2.228682171
0.25,149,8724432932696772255,8,1,0,0,0.000000000,2.228682171
0.25,149,8724432932696772255,9,1,0,0,0.000000000,2.228682171
0.25,149,8724432932696772255,10,2,1,1,0.500000000,2.228682171
0.25,149,8724432932696772255,11,1,0,0,0.000000000,2.228682171
0.25,149,8724432932696772255,12,1,0,0,0.000000000,2.228682171
0.25,149,8724432932696772255,13,1,1,1,1.000000000,2.228682171
0.25,149,8724432932696772255,14,1,0,0,0.000000000,2.228682171
0.25,149,8724432932696772255,15,1,5,5,5.000000000,2.228682171
0.25,149,8724432932696772255,16,1,1,1,1.000000000,2.228682171
0.25,149,8724432932696772255,17,1,7,7,7.000000000,2.228682171
0.25,149,8724432932696772255,18,1,0,0,0.000000000,2.228682171
0.25,149,8724432932696772255,19,1,2,2,2.000000000,2.228682171
0.25,149,8724432932696772255,20,1,1,1,1.000000000,2.228682171
0.25,149,8724432932696772255,21,1,0,0,0.000000000,2.228682171
0.25,149,8724432932696772255,22,1,0,0,0.000000000,2.228682171
0.25,149,8724432932696772255,23,2,4,3,2.000000000,2.228682171
0.25,149,8724432932696772255,24,1,1,1,1.000000000,2.228682171
0.25,149,8724432932696772255,25,1,0,0,0.000000000,2.228682171
0.25,149,8724432932696772255,26,1,1,1,1.000000000,2.228682171
0.25,149,8724432932696772255,27,1,1,1,1.000000000,2.228682171
0.25,149,8724432932696772255,28,1,0,0,0.000000000,2.228682171
0.25,150,5821172676946089108,0,1,0,0,0.000000000,3.304597701
0.25,150,5821172676946089108,1,1,1,1,1.000000000,3.304597701
0.25,150,5821172676946089108,2,1,4,4,4.000000000,3.304597701
0.25,150,5821172676946089108,3,2,0,0,0.000000000,3.304597701
0.25,150,5821172676946089108,4,2,1,1,0.500000000,3.304597701
0.25,150,5821172676946089108,5,1,0,0,0.000000000,3.304597701
0.25,150,5821172676946089108,6,1,0,0,0.000000000,3.304597701
0.25,150,5821172676946089108,7,1,1,1,1.000000000,3.304597701
0.25,150,5821172676946089108,8,1,0,0,0.000000000,3.304597701
0.25,150,5821172676946089108,9,5,4,2,0.800000000,3.304597701
0.25,150,5821172676946089108,10,2,0,0,0.000000000,3.304597701
0.25,150,5821172676946089108,11,1,0,0,0.000000000,3.304597701
0.25,150,5821172676946089108,12,1,0,0,0.000000000,3.304597701
0.25,150,5821172676946089108,13,1,2,2,2.000000000,3.304597701
0.25,150,5821172676946089108,14,1,7,7,7.000000000,3.304597701
0.25,150,5821172676946089108,15,1,0,0,0.000000000,3.304597701
0.25,150,5821172676946089108,16,2,0,0,0.000000000,3.304597701
0.25,150,5821172676946089108,17,1,2,2,2.000000000,3.304597701
0.25,150,5821172676946089108,18,1,2,2,2.000000000,3.304597701
0.25,150,5821172676946089108,19,3,5,2,1.666666667,3.304597701
0.25,151,4642743041857584563,0,1,2,2,2.000000000,1.770320197
0.25,151,4642743041857584563,1,1,1,1,1.000000000,1.770320197
0.25,151,4642743041857584563,2,1,0,0,0.000000000,1.770320197
0.25,151,4642743041857584563,3,2,4,2,2.000000000,1.770320197
0.25,151,4642743041857584563,4,1,1,1,1.000000000,1.770320197
0.25,151,4642743041857584563,5,1,1,1,1.000000000,1.770320197
0.25,151,4642743041857584563,6,1,0,0,0.000000000,1.770320197
0.25,151,4642743041857584563,7,1,0,0,0.000000000,1.770320197
0.25,151,4642743041857584563,8,1,6,6,6.000000000,1.770320197
0.25,151,4642743041857584563,9,3,7,5,2.333333333,1.770320197
0.25,151,4642743041857584563,10,1,2,2,2.000000000,1.770320197
0.25,151,4642743041857584563,11,1,2,2,2.000000000,1.770320197
0.25,151,4642743041857584563,12,1,3,3,3.000000000,1.770320197
0.25,151,4642743041857584563,13,1,0,0,0.000000000,1.770320197
0.25,151,4642743041857584563,14,1,2,2,2.000000000,1.770320197
0.25,151,4642743041857584563,15,1,0,0,0.000000000,1.770320197
0.25,151,4642743041857584563,16,1,3,3,3.000000000,1.770320197
0.25,151,4642743041857584563,17,3,2,2,0.666666667,1.770320197
0.25,151,4642743041857584563,18,1,0,0,0.000000000,1.770320197
0.25,151,4642743041857584563,19,1,0,0,0.000000000,1.770320197
0.25,151,4642743041857584563,20,1,1,1,1.000000000,1.770320197
0.25,151,4642743041857584563,21,1,1,1,1.000000000,1.770320197
0.25,151,4642743041857584563,22,1,2,2,2.000000000,1.770320197
0.25,151,4642743041857584563,23,1,3,3,3.000000000,1.770320197
0.25,152,9809258597804170161,0,1,1,1,1.000000000,3.186576355
0.25,152,9809258597804170161,1,3,6,5,2.000000000,3.186576355
0.25,152,9809258597804170161,2,2,1,1,0.500000000,3.186576355
0.25,152,9809258597804170161,3,1,1,1,1.000000000,3.186576355
0.25,152,9809258597804170161,4,1,1,1,1.000000000,3.186576355
0.25,152,9809258597804170161,5,2,2,2,1.000000000,3.186576355
0.25,152,9809258597804170161,6,1,8,8,8.000000000,3.186576355
0.25,152,9809258597804170161,7,1,1,1,1.000000000,3.186576355
0.25,152,9809258597804170161,8,1,2,2,2.000000000,3.186576355
0.25,152,9809258597804170161,9,1,3,3,3.000000000,3.186576355
0.25,152,9809258597804170161,10,2,6,4,3.000000000,3.186576355
0.25,152,9809258597804170161,11,1,0,0,0.000000000,3.186576355
0.25,152,9809258597804170161,12,3,6,3,2.000000000,3.186576355
0.25,152,9809258597804170161,13,1,2,2,2.000000000,3.186576355
0.25,152,9809258597804170161,14,1,0,0,0.000000000,3.186576355
0.25,152,9809258597804170161,15,1,0,0,0.000000000,3.186576355
0.25,152,9809258597804170161,16,1,1,1,1.000000000,3.186576355
0.25,152,9809258597804170161,17,2,2,1,1.000000000,3.186576355
0.25,152,9809258597804170161,18,1,3,3,3.000000000,3.186576355
0.25,152,9809258597804170161,19,2,3,3,1.500000000,3.186576355
0.25,153,6375444539940864774,0,1,2,2,2.000000000,0.000000000
0.25,153,6375444539940864774,1,1,0,0,0.000000000,0.000000000
0.25,153,6375444539940864774,2,1,2,2,2.000000000,0.000000000
0.25,153,6375444539940864774,3,1,0,0,0.000000000,0.000000000
0.25,153,6375444539940864774,4,1,0,0,0.000000000,0.000000000
0.25,153,6375444539940864774,5,1,1,1,1.000000000,0.000000000
0.25,153,6375444539940864774,6,1,0,0,0.000000000,0.000000000
0.25,153,6375444539940864774,7,1,1,1,1.000000000,0.000000000
0.25,153,6375444539940864774,8,1,4,4,4.000000000,0.000000000
0.25,153,6375444539940864774,9,1,2,2,2.000000000,0.000000000
0.25,153,6375444539940864774,10,1,1,1,1.000000000,0.000000000
0.25,153,6375444539940864774,11,1,0,0,0.000000000,0.000000000
0.25,153,6375444539940864774,12,1,2,2,2.000000000,0.000000000
0.25,153,6375444539940864774,13,1,1,1,1.000000000,0.000000000
0.25,153,6375444539940864774,14,1,0,0,0.000000000,0.000000000
0.25,154,10894297338848002769,0,1,1,1,1.000000000,2.832512315
0.25,154,10894297338848002769,1,1,1,1,1.000000000,2.832512315
0.25,154,10894297338848002769,2,1,2,2,2.000000000,2.832512315
0.25,154,10894297338848002769,3,1,1,1,1.000000000,2.832512315
0.25,154,10894297338848002769,4,3,11,5,3.666666667,2.832512315
0.25,154,10894297338848002769,5,1,1,1,1.000000000,2.832512315
0.25,154,10894297338848002769,6,2,0,0,0.000000000,2.832512315
0.25,154,10894297338848002769,7,1,1,1,1.000000000,2.832512315
0.25,154,10894297338848002769,8,1,1,1,1.000000000,2.832512315
0.25,154,10894297338848002769,9,3,7,4,2.333333333,2.832512315
0.25,154,10894297338848002769,10,1,3,3,3.000000000,2.832512315
0.25,154,10894297338848002769,11,1,1,1,1.000000000,2.832512315
0.25,154,10894297338848002769,12,3,8,4,2.666666667,2.832512315
0.25,154,10894297338848002769,13,1,0,0,0.000000000,2.832512315
0.25,154,10894297338848002769,14,1,0,0,0.000000000,2.832512315
0.25,154,10894297338848002769,15,1,1,1,1.000000000,2.832512315
0.25,154,10894297338848002769,16,1,1,1,1.000000000,2.832512315
0.25,154,10894297338848002769,17,1,5,5,5.000000000,2.832512315
0.25,154,10894297338848002769,18,1,0,0,0.000000000,2.832512315
0.25,154,10894297338848002769,19,2,5,4,2.500000000,2.832512315
0.25,154,10894297338848002769,20,1,2,2,2.000000000,2.832512315
0.25,155,16292879917286714098,0,1,0,0,0.000000000,1.866883117
0.25,155,16292879917286714098,1,1,1,1,1.000000000,1.866883117
0.25,155,16292879917286714098,2,1,1,1,1.000000000,1.866883117
0.25,155,16292879917286714098,3,1,5,5,5.000000000,1.866883117
0.25,155,16292879917286714098,4,1,3,3,3.000000000,1.866883117
0.25,155,16292879917286714098,5,2,1,1,0.500000000,1.866883117
0.25,155,16292879917286714098,6,2,0,0,0.000000000,1.866883117
0.25,155,16292879917286714098,7,1,0,0,0.000000000,1.866883117
0.25,155,16292879917286714098,8,1,2,2,2.000000000,1.866883117
0.25,155,16292879917286714098,9,2,2,1,1.000000000,1.866883117
0.25,155,16292879917286714098,10,1,6,6,6.000000000,1.866883117
0.25,155,16292879917286714098,11,1,1,1,1.000000000,1.866883117
0.25,155,16292879917286714098,12,1,2,2,2.000000000,1.866883117
0.25,155,16292879917286714098,13,1,1,1,1.000000000,1.866883117
0.25,155,16292879917286714098,14,1,1,1,1.000000000,1.866883117
0.25,155,16292879917286714098,15,1,0,0,0.000000000,1.866883117
0.25,155,16292879917286714098,16,1,3,3,3.000000000,1.866883117
0.25,155,16292879917286714098,17,1,2,2,2.000000000,1.866883117
0.25,155,16292879917286714098,18,1,1,1,1.000000000,1.866883117
0.25,156,17903216372016796956,0,1,0,0,0.000000000,2.053571429
0.25,156,17903216372016796956,1,1,0,0,0.000000000,2.053571429
0.25,156,17903216372016796956,2,1,1,1,1.000000000,2.053571429
0.25,156,17903216372016796956,3,1,0,0,0.000000000,2.053571429
0.25,156,17903216372016796956,4,1,0,0,0.000000000,2.053571429
0.25,156,17903216372016796956,5,1,1,1,1.000000000,2.053571429
0.25,156,17903216372016796956,6,2,5,3,2.500000000,2.053571429
0.25,156,17903216372016796956,7,1,0,0,0.000000000,2.053571429
0.25,156,17903216372016796956,8,1,0,0,0.000000000,2.053571429
0.25,156,17903216372016796956,9,2,3,3,1.500000000,2.053571429
0.25,156,17903216372016796956,10,1,3,3,3.000000000,2.053571429
0.25,156,17903216372016796956,11,1,1,1,1.000000000,2.053571429
0.25,156,17903216372016796956,12,2,5,3,2.500000000,2.053571429
0.25,156,17903216372016796956,13,1,0,0,0.000000000,2.053571429
0.25,156,17903216372016796956,14,1,1,1,1.000000000,2.053571429
0.25,156,17903216372016796956,15,1,0,0,0.000000000,2.053571429
0.25,156,17903216372016796956,16,1,0,0,0.000000000,2.053571429
0.25,156,17903216372016796956,17,1,0,0,0.000000000,2.053571429
0.25,157,12694919531937672451,0,2,6,3,3.000000000,2.643678161
0.25,157,12694919531937672451,1,1,5,5,5.000000000,2.643678161
0.25,157,12694919531937672451,2,1,3,3,3.000000000,2.643678161
0.25,157,12694919531937672451,3,1,2,2,2.000000000,2.643678161
0.25,157,12694919531937672451,4,1,1,1,1.000000000,2.643678161
0.25,157,12694919531937672451,5,1,4,4,4.000000000,2.643678161
0.25,157,12694919531937672451,6,1,0,0,0.000000000,2.643678161
0.25,157,12694919531937672451,7,1,0,0,0.000000000,2.643678161
0.25,157,12694919531937672451,8,2,6,3,3.000000000,2.643678161
0.25,157,12694919531937672451,9,2,4,3,2.000000000,2.643678161
0.25,157,12694919531937672451,10,2,2,1,1.000000000,2.643678161
0.25,157,12694919531937672451,11,1,2,2,2.000000000,2.643678161
0.25,157,12694919531937672451,12,1,0,0,0.000000000,2.643678161
0.25,157,12694919531937672451,13,3,11,7,3.666666667,2.643678161
0.25,157,12694919531937672451,14,2,3,2,1.500000000,2.643678161
0.25,157,12694919531937672451,15,1,0,0,0.000000000,2.643678161
0.25,157,12694919531937672451,16,2,2,2,1.000000000,2.643678161
0.25,157,12694919531937672451,17,1,0,0,0.000000000,2.643678161
0.25,157,12694919531937672451,18,1,1,1,1.000000000,2.643678161
0.25,157,12694919531937672451,19,1,0,0,0.000000000,2.643678161
0.25,157,12694919531937672451,20,1,1,1,1.000000000,2.643678161
0.25,157,12694919531937672451,21,1,2,2,2.000000000,2.643678161
0.25,158,5764256823037926109,0,1,0,0,0.000000000,2.521929825
0.25,158,5764256823037926109,1,1,1,1,1.000000000,2.521929825
0.25,158,5764256823037926109,2,2,3,3,1.500000000,2.521929825
0.25,158,5764256823037926109,3,1,1,1,1.000000000,2.521929825
0.25,158,5764256823037926109,4,1,1,1,1.000000000,2.521929825
0.25,158,5764256823037926109,5,2,1,1,0.500000000,2.521929825
0.25,158,5764256823037926109,6,1,0,0,0.000000000,2.521929825
0.25,158,5764256823037926109,7,2,7,5,3.500000000,2.521929825
0.25,158,5764256823037926109,8,1,4,4,4.000000000,2.521929825
0.25,158,5764256823037926109,9,1,4,4,4.000000000,2.521929825
0.25,158,5764256823037926109,10,1,0,0,0.000000000,2.521929825
0.25,158,5764256823037926109,11,1,1,1,1.000000000,2.521929825
0.25,158,5764256823037926109,12,1,1,1,1.000000000,2.521929825
0.25,158,5764256823037926109,13,1,1,1,1.000000000,2.521929825
0.25,158,5764256823037926109,14,1,2,2,2.000000000,2.521929825
0.25,158,5764256823037926109,15,1,3,3,3.000000000,2.521929825
0.25,159,6929906285052133938,0,2,2,2,1.000000000,4.423076923
0.25,159,6929906285052133938,1,3,8,5,2.666666667,4.423076923
0.25,159,6929906285052133938,2,1,0,0,0.000000000,4.423076923
0.25,159,6929906285052133938,3,1,5,5,5.000000000,4.423076923
0.25,159,6929906285052133938,4,2,1,1,0.500000000,4.423076923
0.25,159,6929906285052133938,5,2,3,3,1.500000000,4.423076923
0.25,159,6929906285052133938,6,1,3,3,3.000000000,4.423076923
0.25,159,6929906285052133938,7,3,3,2,1.000000000,4.423076923
0.25,159,6929906285052133938,8,1,0,0,0.000000000,4.423076923
0.25,159,6929906285052133938,9,2,3,2,1.500000000,4.423076923
0.25,159,6929906285052133938,10,2,5,5,2.500000000,4.423076923
0.25,159,6929906285052133938,11,2,4,2,2.000000000,4.423076923
0.25,159,6929906285052133938,12,1,0,0,0.000000000,4.423076923
0.25,159,6929906285052133938,13,1,1,1,1.000000000,4.423076923
0.25,159,6929906285052133938,14,1,0,0,0.000000000,4.423076923
