potential_mu_kcal_mol,replica,seed,pit_index,final_cluster_size_patches,total_dissolution_depth_events,max_dissolution_depth_events,mean_dissolution_depth_events,replica_nn_pair_ratio
-0.20,0,11586010233531586918,0,2,3,3,1.500000000,2.178030303
-0.20,0,11586010233531586918,1,1,0,0,0.000000000,2.178030303
-0.20,0,11586010233531586918,2,1,1,1,1.000000000,2.178030303
-0.20,0,11586010233531586918,3,1,1,1,1.000000000,2.178030303
-0.20,0,11586010233531586918,4,1,0,0,0.000000000,2.178030303
-0.20,0,11586010233531586918,5,1,1,1,1.000000000,2.178030303
-0.20,0,11586010233531586918,6,1,2,2,2.000000000,2.178030303
-0.20,0,11586010233531586918,7,1,0,0,0.000000000,2.178030303
-0.20,0,11586010233531586918,8,1,0,0,0.000000000,2.178030303
-0.20,0,11586010233531586918,9,1,0,0,0.000000000,2.178030303
-0.20,0,11586010233531586918,10,1,0,0,0.000000000,2.178030303
-0.20,1,7435275229452103958,0,1,1,1,1.000000000,0.000000000
-0.20,1,7435275229452103958,1,1,0,0,0.000000000,0.000000000
-0.20,1,7435275229452103958,2,1,0,0,0.000000000,0.000000000
-0.20,1,7435275229452103958,3,1,1,1,1.000000000,0.000000000
-0.20,1,7435275229452103958,4,1,0,0,0.000000000,0.000000000
-0.20,1,7435275229452103958,5,1,1,1,1.000000000,0.000000000
-0.20,1,7435275229452103958,6,1,0,0,0.000000000,0.000000000
-0.20,1,7435275229452103958,7,1,1,1,1.000000000,0.000000000
-0.20,1,7435275229452103958,8,1,2,2,2.000000000,0.000000000
-0.20,1,7435275229452103958,9,1,0,0,0.000000000,0.000000000
-0.20,1,7435275229452103958,10,1,0,0,0.000000000,0.000000000
-0.20,1,7435275229452103958,11,1,0,0,0.000000000,0.000000000
-0.20,1,7435275229452103958,12,1,2,2,2.000000000,0.000000000
-0.20,2,17377466536114428149,0,2,2,2,1.000000000,1.197916667
-0.20,2,17377466536114428149,1,1,0,0,0.000000000,1.197916667
-0.20,2,17377466536114428149,2,1,0,0,0.000000000,1.197916667
-0.20,2,17377466536114428149,3,1,1,1,1.000000000,1.197916667
-0.20,2,17377466536114428149,4,1,0,0,0.000000000,1.197916667
-0.20,2,17377466536114428149,5,1,1,1,1.000000000,1.197916667
-0.20,2,17377466536114428149,6,1,0,0,0.000000000,1.197916667
-0.20,2,17377466536114428149,7,1,0,0,0.000000000,1.197916667
-0.20,2,17377466536114428149,8,1,0,0,0.000000000,1.197916667
-0.20,2,17377466536114428149,9,1,0,0,0.000000000,1.197916667
-0.20,2,17377466536114428149,10,1,0,0,0.000000000,1.197916667
-0.20,2,17377466536114428149,11,1,0,0,0.000000000,1.197916667
-0.20,2,17377466536114428149,12,1,0,0,0.000000000,1.197916667
-0.20,2,17377466536114428149,13,1,1,1,1.000000000,1.197916667
-0.20,2,17377466536114428149,14,1,2,2,2.000000000,1.197916667
-0.20,3,6199957159904866235,0,1,2,2,2.000000000,0.000000000
-0.20,3,6199957159904866235,1,1,0,0,0.000000000,0.000000000
-0.20,3,6199957159904866235,2,1,0,0,0.000000000,0.000000000
-0.20,3,6199957159904866235,3,1,0,0,0.000000000,0.000000000
-0.20,3,6199957159904866235,4,1,0,0,0.000000000,0.000000000
-0.20,3,6199957159904866235,5,1,1,1,1.000000000,0.000000000
-0.20,3,6199957159904866235,6,1,1,1,1.000000000,0.000000000
-0.20,3,6199957159904866235,7,1,0,0,0.000000000,0.000000000
-0.20,3,6199957159904866235,8,1,0,0,0.000000000,0.000000000
-0.20,3,6199957159904866235,9,1,0,0,0.000000000,0.000000000
-0.20,4,12032831652220777203,0,1,0,0,0.000000000,5.133928571
-0.20,4,12032831652220777203,1,1,1,1,1.000000000,5.133928571
-0.20,4,12032831652220777203,2,1,0,0,0.000000000,5.133928571
-0.20,4,12032831652220777203,3,1,1,1,1.000000000,5.133928571
-0.20,4,12032831652220777203,4,2,2,2,1.000000000,5.133928571
-0.20,4,12032831652220777203,5,1,0,0,0.000000000,5.133928571
-0.20,4,12032831652220777203,6,1,0,0,0.000000000,5.133928571
-0.20,5,12824817159816449082,0,1,0,0,0.000000000,0.000000000
-0.20,5,12824817159816449082,1,1,0,0,0.000000000,0.000000000
-0.20,5,12824817159816449082,2,1,1,1,1.000000000,0.000000000
-0.20,5,12824817159816449082,3,1,3,3,3.000000000,0.000000000
-0.20,5,12824817159816449082,4,1,0,0,0.000000000,0.000000000
-0.20,5,12824817159816449082,5,1,0,0,0.000000000,0.000000000
-0.20,5,12824817159816449082,6,1,0,0,0.000000000,0.000000000
-0.20,5,12824817159816449082,7,1,0,0,0.000000000,0.000000000
-0.20,6,13127086010505558010,0,1,0,0,0.000000000,1.842948718
-0.20,6,13127086010505558010,1,1,1,1,1.000000000,1.842948718
-0.20,6,13127086010505558010,2,1,1,1,1.000000000,1.842948718
-0.20,6,13127086010505558010,3,1,1,1,1.000000000,1.842948718
-0.20,6,13127086010505558010,4,1,0,0,0.000000000,1.842948718
-0.20,6,13127086010505558010,5,1,0,0,0.000000000,1.842948718
-0.20,6,13127086010505558010,6,1,0,0,0.000000000,1.842948718
-0.20,6,13127086010505558010,7,1,1,1,1.000000000,1.842948718
-0.20,6,13127086010505558010,8,2,0,0,0.000000000,1.842948718
-0.20,6,13127086010505558010,9,1,0,0,0.000000000,1.842948718
-0.20,6,13127086010505558010,10,1,2,2,2.000000000,1.842948718
-0.20,6,13127086010505558010,11,1,0,0,0.000000000,1.842948718
-0.20,7,8614443013277031389,0,1,1,1,1.000000000,7.986111111
-0.20,7,8614443013277031389,1,1,1,1,1.000000000,7.986111111
-0.20,7,8614443013277031389,2,3,3,2,1.000000000,7.986111111
-0.20,7,8614443013277031389,3,1,1,1,1.000000000,7.986111111
-0.20,7,8614443013277031389,4,1,0,0,0.000000000,7.986111111
-0.20,7,8614443013277031389,5,1,0,0,0.000000000,7.986111111
-0.20,7,8614443013277031389,6,1,0,0,0.000000000,7.986111111
-0.20,8,3349677325774699018,0,1,1,1,1.000000000,2.113970588
-0.20,8,3349677325774699018,1,1,1,1,1.000000000,2.113970588
-0.20,8,3349677325774699018,2,1,1,1,1.000000000,2.113970588
-0.20,8,3349677325774699018,3,1,0,0,0.000000000,2.113970588
-0.20,8,3349677325774699018,4,1,0,0,0.000000000,2.113970588
-0.20,8,3349677325774699018,5,1,0,0,0.000000000,2.113970588
-0.20,8,3349677325774699018,6,1,1,1,1.000000000,2.113970588
-0.20,8,3349677325774699018,7,1,1,1,1.000000000,2.113970588
-0.20,8,3349677325774699018,8,1,0,0,0.000000000,2.113970588
-0.20,8,3349677325774699018,9,1,1,1,1.000000000,2.113970588
-0.20,8,3349677325774699018,10,1,0,0,0.000000000,2.113970588
-0.20,8,3349677325774699018,11,1,0,0,0.000000000,2.113970588
-0.20,8,3349677325774699018,12,1,0,0,0.000000000,2.113970588
-0.20,8,3349677325774699018,13,1,0,0,0.000000000,2.113970588
-0.20,8,3349677325774699018,14,3,0,0,0.000000000,2.113970588
-0.20,9,6739777678050942568,0,1,0,0,0.000000000,2.395833333
-0.20,9,6739777678050942568,1,1,0,0,0.000000000,2.395833333
-0.20,9,6739777678050942568,2,1,0,0,0.000000000,2.395833333
-0.20,9,6739777678050942568,3,1,0,0,0.000000000,2.395833333
-0.20,9,6739777678050942568,4,1,0,0,0.000000000,2.395833333
-0.20,9,6739777678050942568,5,1,0,0,0.000000000,2.395833333
-0.20,9,6739777678050942568,6,1,1,1,1.000000000,2.395833333
-0.20,9,6739777678050942568,7,1,2,2,2.000000000,2.395833333
-0.20,9,6739777678050942568,8,1,3,3,3.000000000,2.395833333
-0.20,9,6739777678050942568,9,2,1,1,0.500000000,2.395833333
-0.20,9,6739777678050942568,10,1,0,0,0.000000000,2.395833333
-0.20,9,6739777678050942568,11,1,0,0,0.000000000,2.395833333
-0.20,9,6739777678050942568,12,1,2,2,2.000000000,2.395833333
-0.20,9,6739777678050942568,13,2,0,0,0.000000000,2.395833333
-0.20,10,13292573669742727768,0,1,0,0,0.000000000,0.000000000
-0.20,10,13292573669742727768,1,1,2,2,2.000000000,0.000000000
-0.20,10,13292573669742727768,2,1,0,0,0.000000000,0.000000000
-0.20,10,13292573669742727768,3,1,0,0,0.000000000,0.000000000
-0.20,10,13292573669742727768,4,1,0,0,0.000000000,0.000000000
-0.20,10,13292573669742727768,5,1,1,1,1.000000000,0.000000000
-0.20,10,13292573669742727768,6,1,0,0,0.000000000,0.000000000
-0.20,11,8344065747443815322,0,1,2,2,2.000000000,0.000000000
-0.20,11,8344065747443815322,1,1,1,1,1.000000000,0.000000000
-0.20,11,8344065747443815322,2,1,0,0,0.000000000,0.000000000
-0.20,11,8344065747443815322,3,1,1,1,1.000000000,0.000000000
-0.20,11,8344065747443815322,4,1,0,0,0.000000000,0.000000000
-0.20,11,8344065747443815322,5,1,0,0,0.000000000,0.000000000
-0.20,11,8344065747443815322,6,1,1,1,1.000000000,0.000000000
-0.20,11,8344065747443815322,7,1,3,3,3.000000000,0.000000000
-0.20,11,8344065747443815322,8,1,0,0,0.000000000,0.000000000
-0.20,12,7490701265514071955,0,1,0,0,0.000000000,5.227272727
-0.20,12,7490701265514071955,1,2,2,2,1.000000000,5.227272727
-0.20,12,7490701265514071955,2,2,1,1,0.500000000,5.227272727
-0.20,12,7490701265514071955,3,1,0,0,0.000000000,5.227272727
-0.20,12,7490701265514071955,4,1,1,1,1.000000000,5.227272727
-0.20,12,7490701265514071955,5,1,0,0,0.000000000,5.227272727
-0.20,12,7490701265514071955,6,1,0,0,0.000000000,5.227272727
-0.20,12,7490701265514071955,7,1,1,1,1.000000000,5.227272727
-0.20,12,7490701265514071955,8,1,0,0,0.000000000,5.227272727
-0.20,13,8195868551367103870,0,1,0,0,0.000000000,3.194444444
-0.20,13,8195868551367103870,1,1,0,0,0.000000000,3.194444444
-0.20,13,8195868551367103870,2,1,0,0,0.000000000,3.194444444
-0.20,13,8195868551367103870,3,1,0,0,0.000000000,3.194444444
-0.20,13,8195868551367103870,4,2,0,0,0.000000000,3.194444444
-0.20,13,8195868551367103870,5,1,0,0,0.000000000,3.194444444
-0.20,13,8195868551367103870,6,1,0,0,0.000000000,3.194444444
-0.20,13,8195868551367103870,7,1,0,0,0.000000000,3.194444444
-0.20,13,8195868551367103870,8,1,0,0,0.000000000,3.194444444
-0.20,14,143160498584173569,0,1,0,0,0.000000000,0.000000000
-0.20,14,143160498584173569,1,1,0,0,0.000000000,0.000000000
-0.20,14,143160498584173569,2,1,1,1,1.000000000,0.000000000
-0.20,14,143160498584173569,3,1,0,0,0.000000000,0.000000000
-0.20,14,143160498584173569,4,1,1,1,1.000000000,0.000000000
-0.20,14,143160498584173569,5,1,3,3,3.000000000,0.000000000
-0.20,14,143160498584173569,6,1,0,0,0.000000000,0.000000000
-0.20,14,143160498584173569,7,1,1,1,1.000000000,0.000000000
-0.20,14,143160498584173569,8,1,1,1,1.000000000,0.000000000
-0.20,15,13991331147305667756,0,1,0,0,0.000000000,5.133928571
-0.20,15,13991331147305667756,1,1,0,0,0.000000000,5.133928571
-0.20,15,13991331147305667756,2,1,0,0,0.000000000,5.133928571
-0.20,15,13991331147305667756,3,2,1,1,0.500000000,5.133928571
-0.20,15,13991331147305667756,4,1,0,0,0.000000000,5.133928571
-0.20,15,13991331147305667756,5,1,1,1,1.000000000,5.133928571
-0.20,15,13991331147305667756,6,1,0,0,0.000000000,5.133928571
-0.20,16,8852702049133514447,0,1,1,1,1.000000000,0.000000000
-0.20,16,8852702049133514447,1,1,1,1,1.000000000,0.000000000
-0.20,16,8852702049133514447,2,1,0,0,0.000000000,0.000000000
-0.20,16,8852702049133514447,3,1,0,0,0.000000000,0.000000000
-0.20,16,8852702049133514447,4,1,0,0,0.000000000,0.000000000
-0.20,16,8852702049133514447,5,1,0,0,0.000000000,0.000000000
-0.20,17,9212052921636300388,0,3,2,2,0.666666667,3.159340659
-0.20,17,9212052921636300388,1,1,0,0,0.000000000,3.159340659
-0.20,17,9212052921636300388,2,1,1,1,1.000000000,3.159340659
-0.20,17,9212052921636300388,3,1,1,1,1.000000000,3.159340659
-0.20,17,9212052921636300388,4,1,1,1,1.000000000,3.159340659
-0.20,17,9212052921636300388,5,1,0,0,0.000000000,3.159340659
-0.20,17,9212052921636300388,6,1,1,1,1.000000000,3.159340659
-0.20,17,9212052921636300388,7,1,0,0,0.000000000,3.159340659
-0.20,17,9212052921636300388,8,1,0,0,0.000000000,3.159340659
-0.20,17,9212052921636300388,9,1,0,0,0.000000000,3.159340659
-0.20,17,9212052921636300388,10,1,0,0,0.000000000,3.159340659
-0.20,17,9212052921636300388,11,1,0,0,0.000000000,3.159340659
-0.20,18,402961943671700872,0,1,0,0,0.000000000,0.000000000
-0.20,18,402961943671700872,1,1,0,0,0.000000000,0.000000000
-0.20,18,402961943671700872,2,1,0,0,0.000000000,0.000000000
-0.20,18,402961943671700872,3,1,0,0,0.000000000,0.000000000
-0.20,18,402961943671700872,4,1,0,0,0.000000000,0.000000000
-0.20,18,402961943671700872,5,1,3,3,3.000000000,0.000000000
-0.20,18,402961943671700872,6,1,2,2,2.000000000,0.000000000
-0.20,18,402961943671700872,7,1,0,0,0.000000000,0.000000000
-0.20,19,6986561947402773466,0,1,0,0,0.000000000,3.685897436
-0.20,19,6986561947402773466,1,1,0,0,0.000000000,3.685897436
-0.20,19,6986561947402773466,2,1,0,0,0.000000000,3.685897436
-0.20,19,6986561947402773466,3,2,1,1,0.500000000,3.685897436
-0.20,19,6986561947402773466,4,1,1,1,1.000000000,3.685897436
-0.20,19,6986561947402773466,5,1,0,0,0.000000000,3.685897436
-0.20,19,6986561947402773466,6,1,0,0,0.000000000,3.685897436
-0.20,19,6986561947402773466,7,1,0,0,0.000000000,3.685897436
-0.20,19,6986561947402773466,8,1,0,0,0.000000000,3.685897436
-0.20,19,6986561947402773466,9,2,0,0,0.000000000,3.685897436
-0.20,19,6986561947402773466,10,1,0,0,0.000000000,3.685897436
-0.20,20,16005634800982363428,0,1,0,0,0.000000000,5.133928571
-0.20,20,16005634800982363428,1,1,0,0,0.000000000,5.133928571
-0.20,20,16005634800982363428,2,1,1,1,1.000000000,5.133928571
-0.20,20,16005634800982363428,3,1,0,0,0.000000000,5.133928571
-0.20,20,16005634800982363428,4,1,0,0,0.000000000,5.133928571
-0.20,20,16005634800982363428,5,1,0,0,0.000000000,5.133928571
-0.20,20,16005634800982363428,6,2,2,2,1.000000000,5.133928571
-0.20,21,3103801612665070996,0,1,0,0,0.000000000,5.528846154
-0.20,21,3103801612665070996,1,1,1,1,1.000000000,5.528846154
-0.20,21,3103801612665070996,2,1,0,0,0.000000000,5.528846154
-0.20,21,3103801612665070996,3,1,0,0,0.000000000,5.528846154
-0.20,21,3103801612665070996,4,1,1,1,1.000000000,5.528846154
-0.20,21,3103801612665070996,5,1,0,0,0.000000000,5.528846154
-0.20,21,3103801612665070996,6,1,0,0,0.000000000,5.528846154
-0.20,21,3103801612665070996,7,1,3,3,3.000000000,5.528846154
-0.20,21,3103801612665070996,8,3,1,1,0.333333333,5.528846154
-0.20,21,3103801612665070996,9,2,2,2,1.000000000,5.528846154
-0.20,22,3967502247431635178,0,1,1,1,1.000000000,0.000000000
-0.20,22,3967502247431635178,1,1,0,0,0.000000000,0.000000000
-0.20,22,3967502247431635178,2,1,0,0,0.000000000,0.000000000
-0.20,22,3967502247431635178,3,1,0,0,0.000000000,0.000000000
-0.20,22,3967502247431635178,4,1,0,0,0.000000000,0.000000000
-0.20,22,3967502247431635178,5,1,0,0,0.000000000,0.000000000
-0.20,23,4878733458379586603,0,1,1,1,1.000000000,7.986111111
-0.20,23,4878733458379586603,1,2,1,1,0.500000000,7.986111111
-0.20,23,4878733458379586603,2,1,0,0,0.000000000,7.986111111
-0.20,23,4878733458379586603,3,1,0,0,0.000000000,7.986111111
-0.20,23,4878733458379586603,4,1,0,0,0.000000000,7.986111111
-0.20,23,4878733458379586603,5,1,0,0,0.000000000,7.986111111
-0.20,23,4878733458379586603,6,2,1,1,0.500000000,7.986111111
-0.20,24,6374048190185089496,0,1,0,0,0.000000000,4.356060606
-0.20,24,6374048190185089496,1,1,1,1,1.000000000,4.356060606
-0.20,24,6374048190185089496,2,1,0,0,0.000000000,4.356060606
-0.20,24,6374048190185089496,3,1,0,0,0.000000000,4.356060606
-0.20,24,6374048190185089496,4,1,0,0,0.000000000,4.356060606
-0.20,24,6374048190185089496,5,2,1,1,0.500000000,4.356060606
-0.20,24,6374048190185089496,6,1,3,3,3.000000000,4.356060606
-0.20,24,6374048190185089496,7,2,3,3,1.500000000,4.356060606
-0.20,24,6374048190185089496,8,1,1,1,1.000000000,4.356060606
-0.20,24,6374048190185089496,9,1,0,0,0.000000000,4.356060606
-0.20,25,13912929966655383479,0,2,3,2,1.500000000,2.738095238
-0.20,25,13912929966655383479,1,1,1,1,1.000000000,2.738095238
-0.20,25,13912929966655383479,2,1,0,0,0.000000000,2.738095238
-0.20,25,13912929966655383479,3,1,0,0,0.000000000,2.738095238
-0.20,25,13912929966655383479,4,1,0,0,0.000000000,2.738095238
-0.20,25,13912929966655383479,5,1,1,1,1.000000000,2.738095238
-0.20,25,13912929966655383479,6,1,2,2,2.000000000,2.738095238
-0.20,25,13912929966655383479,7,1,0,0,0.000000000,2.738095238
-0.20,25,13912929966655383479,8,1,0,0,0.000000000,2.738095238
-0.20,25,13912929966655383479,9,1,0,0,0.000000000,2.738095238
-0.20,25,13912929966655383479,10,2,0,0,0.000000000,2.738095238
-0.20,25,13912929966655383479,11,1,0,0,0.000000000,2.738095238
-0.20,25,13912929966655383479,12,1,2,2,2.000000000,2.738095238
-0.20,26,16086834953004871649,0,1,1,1,1.000000000,0.000000000
-0.20,26,16086834953004871649,1,1,0,0,0.000000000,0.000000000
-0.20,26,16086834953004871649,2,1,1,1,1.000000000,0.000000000
-0.20,26,16086834953004871649,3,1,1,1,1.000000000,0.000000000
-0.20,26,16086834953004871649,4,1,3,3,3.000000000,0.000000000
-0.20,26,16086834953004871649,5,1,0,0,0.000000000,0.000000000
-0.20,26,16086834953004871649,6,1,0,0,0.000000000,0.000000000
-0.20,26,16086834953004871649,7,1,3,3,3.000000000,0.000000000
-0.20,27,2478123085070656810,0,1,2,2,2.000000000,0.000000000
-0.20,27,2478123085070656810,1,1,2,2,2.000000000,0.000000000
-0.20,27,2478123085070656810,2,1,1,1,1.000000000,0.000000000
-0.20,27,2478123085070656810,3,1,2,2,2.000000000,0.000000000
-0.20,27,2478123085070656810,4,1,0,0,0.000000000,0.000000000
-0.20,27,2478123085070656810,5,1,0,0,0.000000000,0.000000000
-0.20,27,2478123085070656810,6,1,0,0,0.000000000,0.000000000
-0.20,28,14635557844392384166,0,1,0,0,0.000000000,1.842948718
-0.20,28,14635557844392384166,1,1,0,0,0.000000000,1.842948718
-0.20,28,14635557844392384166,2,1,0,0,0.000000000,1.842948718
-0.20,28,14635557844392384166,3,1,0,0,0.000000000,1.842948718
-0.20,28,14635557844392384166,4,1,0,0,0.000000000,1.842948718
-0.20,28,14635557844392384166,5,2,1,1,0.500000000,1.842948718
-0.20,28,14635557844392384166,6,1,0,0,0.000000000,1.842948718
-0.20,28,14635557844392384166,7,1,0,0,0.000000000,1.842948718
-0.20,28,14635557844392384166,8,1,0,0,0.000000000,1.842948718
-0.20,28,14635557844392384166,9,1,1,1,1.000000000,1.842948718
-0.20,28,14635557844392384166,10,1,0,0,0.000000000,1.842948718
-0.20,28,14635557844392384166,11,1,1,1,1.000000000,1.842948718
-0.20,29,6080612373390493676,0,1,0,0,0.000000000,4.356060606
-0.20,29,6080612373390493676,1,1,0,0,0.000000000,4.356060606
-0.20,29,6080612373390493676,2,1,4,4,4.000000000,4.356060606
-0.20,29,6080612373390493676,3,1,0,0,0.000000000,4.356060606
-0.20,29,6080612373390493676,4,1,0,0,0.000000000,4.356060606
-0.20,29,6080612373390493676,5,1,0,0,0.000000000,4.356060606
-0.20,29,6080612373390493676,6,1,0,0,0.000000000,4.356060606
-0.20,29,6080612373390493676,7,3,2,2,0.666666667,4.356060606
-0.20,29,6080612373390493676,8,1,0,0,0.000000000,4.356060606
-0.20,29,6080612373390493676,9,1,1,1,1.000000000,4.356060606
-0.20,30,7285233852844147061,0,1,0,0,0.000000000,2.178030303
-0.20,30,7285233852844147061,1,1,0,0,0.000000000,2.178030303
-0.20,30,7285233852844147061,2,2,2,2,1.000000000,2.178030303
-0.20,30,7285233852844147061,3,1,1,1,1.000000000,2.178030303
-0.20,30,7285233852844147061,4,1,1,1,1.000000000,2.178030303
-0.20,30,7285233852844147061,5,1,0,0,0.000000000,2.178030303
-0.20,30,7285233852844147061,6,1,2,2,2.000000000,2.178030303
-0.20,30,7285233852844147061,7,1,0,0,0.000000000,2.178030303
-0.20,30,7285233852844147061,8,1,0,0,0.000000000,2.178030303
-0.20,30,7285233852844147061,9,1,0,0,0.000000000,2.178030303
-0.20,30,7285233852844147061,10,1,0,0,0.000000000,2.178030303
-0.20,31,4284981539987200484,0,1,2,2,2.000000000,0.000000000
-0.20,31,4284981539987200484,1,1,2,2,2.000000000,0.000000000
-0.20,31,4284981539987200484,2,1,0,0,0.000000000,0.000000000
-0.20,31,4284981539987200484,3,1,1,1,1.000000000,0.000000000
-0.20,31,4284981539987200484,4,1,0,0,0.000000000,0.000000000
-0.20,31,4284981539987200484,5,1,0,0,0.000000000,0.000000000
-0.20,31,4284981539987200484,6,1,1,1,1.000000000,0.000000000
-0.20,31,4284981539987200484,7,1,1,1,1.000000000,0.000000000
-0.20,31,4284981539987200484,8,1,3,3,3.000000000,0.000000000
-0.20,32,5229969725615578831,0,1,0,0,0.000000000,0.000000000
-0.20,32,5229969725615578831,1,1,0,0,0.000000000,0.000000000
-0.20,32,5229969725615578831,2,1,1,1,1.000000000,0.000000000
-0.20,32,5229969725615578831,3,1,0,0,0.000000000,0.000000000
-0.20,32,5229969725615578831,4,1,0,0,0.000000000,0.000000000
-0.20,33,6017621187618602676,0,1,0,0,0.000000000,0.000000000
-0.20,33,6017621187618602676,1,1,0,0,0.000000000,0.000000000
-0.20,33,6017621187618602676,2,1,1,1,1.000000000,0.000000000
-0.20,33,6017621187618602676,3,1,1,1,1.000000000,0.000000000
-0.20,33,6017621187618602676,4,1,0,0,0.000000000,0.000000000
-0.20,33,6017621187618602676,5,1,0,0,0.000000000,0.000000000
-0.20,33,6017621187618602676,6,1,1,1,1.000000000,0.000000000
-0.20,33,6017621187618602676,7,1,0,0,0.000000000,0.000000000
-0.20,33,6017621187618602676,8,1,0,0,0.000000000,0.000000000
-0.20,33,6017621187618602676,9,1,1,1,1.000000000,0.000000000
-0.20,34,5006037289733106038,0,1,1,1,1.000000000,7.371794872
-0.20,34,5006037289733106038,1,3,2,2,0.666666667,7.371794872
-0.20,34,5006037289733106038,2,2,0,0,0.000000000,7.371794872
-0.20,34,5006037289733106038,3,1,1,1,1.000000000,7.371794872
-0.20,34,5006037289733106038,4,2,0,0,0.000000000,7.371794872
-0.20,34,5006037289733106038,5,1,1,1,1.000000000,7.371794872
-0.20,34,5006037289733106038,6,1,0,0,0.000000000,7.371794872
-0.20,34,5006037289733106038,7,1,0,0,0.000000000,7.371794872
-0.20,34,5006037289733106038,8,1,0,0,0.000000000,7.371794872
-0.20,35,94026960689992213,0,2,1,1,0.500000000,4.739010989
-0.20,35,94026960689992213,1,1,0,0,0.000000000,4.739010989
-0.20,35,94026960689992213,2,3,6,5,2.000000000,4.739010989
-0.20,35,94026960689992213,3,1,0,0,0.000000000,4.739010989
-0.20,35,94026960689992213,4,1,2,2,2.000000000,4.739010989
-0.20,35,94026960689992213,5,1,0,0,0.000000000,4.739010989
-0.20,35,94026960689992213,6,1,0,0,0.000000000,4.739010989
-0.20,35,94026960689992213,7,1,0,0,0.000000000,4.739010989
-0.20,35,94026960689992213,8,1,0,0,0.000000000,4.739010989
-0.20,35,94026960689992213,9,1,1,1,1.000000000,4.739010989
-0.20,35,94026960689992213,10,1,1,1,1.000000000,4.739010989
-0.20,36,16023111684548549502,0,2,0,0,0.000000000,10.890151515
-0.20,36,16023111684548549502,1,2,2,2,1.000000000,10.890151515
-0.20,36,16023111684548549502,2,1,0,0,0.000000000,10.890151515
-0.20,36,16023111684548549502,3,3,3,3,1.000000000,10.890151515
-0.20,36,16023111684548549502,4,1,0,0,0.000000000,10.890151515
-0.20,36,16023111684548549502,5,1,2,2,2.000000000,10.890151515
-0.20,36,16023111684548549502,6,2,0,0,0.000000000,10.890151515
-0.20,37,4123542768283089362,0,1,0,0,0.000000000,2.613636364
-0.20,37,4123542768283089362,1,1,1,1,1.000000000,2.613636364
-0.20,37,4123542768283089362,2,2,1,1,0.500000000,2.613636364
-0.20,37,4123542768283089362,3,1,1,1,1.000000000,2.613636364
-0.20,37,4123542768283089362,4,1,0,0,0.000000000,2.613636364
-0.20,37,4123542768283089362,5,1,0,0,0.000000000,2.613636364
-0.20,37,4123542768283089362,6,1,1,1,1.000000000,2.613636364
-0.20,37,4123542768283089362,7,1,0,0,0.000000000,2.613636364
-0.20,37,4123542768283089362,8,1,0,0,0.000000000,2.613636364
-0.20,37,4123542768283089362,9,1,0,0,0.000000000,2.613636364
-0.20,38,18273720443064795229,0,2,2,1,1.000000000,4.791666667
-0.20,38,18273720443064795229,1,2,2,1,1.000000000,4.791666667
-0.20,38,18273720443064795229,2,1,2,2,2.000000000,4.791666667
-0.20,38,18273720443064795229,3,1,0,0,0.000000000,4.791666667
-0.20,38,18273720443064795229,4,1,0,0,0.000000000,4.791666667
-0.20,38,18273720443064795229,5,1,0,0,0.000000000,4.791666667
-0.20,38,18273720443064795229,6,1,0,0,0.000000000,4.791666667
-0.20,38,18273720443064795229,7,2,2,1,1.000000000,4.791666667
-0.20,38,18273720443064795229,8,1,0,0,0.000000000,4.791666667
-0.20,38,18273720443064795229,9,1,1,1,1.000000000,4.791666667
-0.20,38,18273720443064795229,10,2,0,0,0.000000000,4.791666667
-0.20,38,18273720443064795229,11,1,1,1,1.000000000,4.791666667
-0.20,39,7308382854868630486,0,2,3,3,1.500000000,3.194444444
-0.20,39,7308382854868630486,1,1,0,0,0.000000000,3.194444444
-0.20,39,7308382854868630486,2,1,0,0,0.000000000,3.194444444
-0.20,39,7308382854868630486,3,1,1,1,1.000000000,3.194444444
-0.20,39,7308382854868630486,4,1,0,0,0.000000000,3.194444444
-0.20,39,7308382854868630486,5,1,0,0,0.000000000,3.194444444
-0.20,39,7308382854868630486,6,1,1,1,1.000000000,3.194444444
-0.20,39,7308382854868630486,7,1,0,0,0.000000000,3.194444444
-0.20,39,7308382854868630486,8,1,1,1,1.000000000,3.194444444
-0.20,40,18330358637461004994,0,1,1,1,1.000000000,0.000000000
-0.20,40,18330358637461004994,1,1,1,1,1.000000000,0.000000000
-0.20,40,18330358637461004994,2,1,0,0,0.000000000,0.000000000
-0.20,40,18330358637461004994,3,1,0,0,0.000000000,0.000000000
-0.20,40,18330358637461004994,4,1,3,3,3.000000000,0.000000000
-0.20,40,18330358637461004994,5,1,1,1,1.000000000,0.000000000
-0.20,40,18330358637461004994,6,1,1,1,1.000000000,0.000000000
-0.20,41,11905914159669202064,0,1,0,0,0.000000000,0.000000000
-0.20,41,11905914159669202064,1,1,0,0,0.000000000,0.000000000
-0.20,41,11905914159669202064,2,1,2,2,2.000000000,0.000000000
-0.20,41,11905914159669202064,3,1,0,0,0.000000000,0.000000000
-0.20,41,11905914159669202064,4,1,0,0,0.000000000,0.000000000
-0.20,41,11905914159669202064,5,1,0,0,0.000000000,0.000000000
-0.20,41,11905914159669202064,6,1,0,0,0.000000000,0.000000000
-0.20,41,11905914159669202064,7,1,1,1,1.000000000,0.000000000
-0.20,42,17637540017576690502,0,1,0,0,0.000000000,2.489177489
