infinite_size_half_initiation_potential_mu_kcal_mol,inverse_size_slope,r_squared,sizes,half_initiation_potentials
-0.171555596,7.441080844,0.962442360,"16;24;32;40","0.278431373;0.173469388;0.058181818;-0.002631579"
