temperature_c,condition,dims,sites,replicas,sqrt_time_min_half,time_s,ar40_fraction_n,ar40_fraction_mean,ar40_fraction_ci95_low,ar40_fraction_ci95_high,ar40_da2_per_s_n,ar40_da2_per_s_mean,ar40_da2_per_s_ci95_low,ar40_da2_per_s_ci95_high,ar36_fraction_n,ar36_fraction_mean,ar36_fraction_ci95_low,ar36_fraction_ci95_high,ar36_da2_per_s_n,ar36_da2_per_s_mean,ar36_da2_per_s_ci95_low,ar36_da2_per_s_ci95_high,ar36_ar40_da2_ratio_n,ar36_ar40_da2_ratio_mean,ar36_ar40_da2_ratio_ci95_low,ar36_ar40_da2_ratio_ci95_high,xe_fraction_n,xe_fraction_mean,xe_fraction_ci95_low,xe_fraction_ci95_high,xe_da2_per_s_n,xe_da2_per_s_mean,xe_da2_per_s_ci95_low,xe_da2_per_s_ci95_high
500,hydrothermal-2kbar-screen,8x8x6,3072,8,50,150000.0,8,0.04201641549830216,0.02547779922779923,0.05826641549830215,8,2.8214661832554447e-09,0.0,7.288374702409501e-09,8,0.03819444444444444,0.010416666666666666,0.07638888888888888,8,5.873024756354022e-09,0.0,1.7619074269062065e-08,0,,,,8,0.04264699527723975,0.018242233372477847,0.06854636591478697,8,6.685558467621911e-09,0.0,1.473690783511053e-08
500,hydrothermal-2kbar-screen,8x8x6,3072,8,60,216000.0,8,0.049071264464915824,0.031194404591104733,0.06694799623870643,8,2.4080938794962226e-09,0.0,5.6647259410134446e-09,8,0.078125,0.034722222222222224,0.12152777777777778,8,1.933118331121483e-08,4.805202073380563e-09,3.745978001229341e-08,1,4.320183369799404,4.320183369799404,4.320183369799404,8,0.061799656341665524,0.029940596928426544,0.09940476190476191,8,9.775940251298734e-09,4.25614878025246e-10,2.4921012651611775e-08
500,hydrothermal-2kbar-screen,12x12x6,6912,8,2,240.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,0,,,,8,0.0,0.0,0.0,8,0.0,0.0,0.0
500,hydrothermal-2kbar-screen,12x12x6,6912,8,4,960.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,0,,,,8,0.0,0.0,0.0,8,0.0,0.0,0.0
500,hydrothermal-2kbar-screen,12x12x6,6912,8,6,2160.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,0,,,,8,0.0,0.0,0.0,8,0.0,0.0,0.0
500,hydrothermal-2kbar-screen,12x12x6,6912,8,8,3840.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,0,,,,8,0.0,0.0,0.0,8,0.0,0.0,0.0
500,hydrothermal-2kbar-screen,12x12x6,6912,8,10,6000.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,0,,,,8,0.0,0.0,0.0,8,0.0,0.0,0.0
500,hydrothermal-2kbar-screen,12x12x6,6912,8,15,13500.0,8,0.004508642983530693,0.0,0.010837756907581327,8,2.4985028695110587e-09,0.0,6.735563170207243e-09,8,0.005208333333333333,0.0,0.015625,8,5.7763181931019825e-09,0.0,1.7328954579305947e-08,0,,,,8,0.001644736842105263,0.0,0.004934210526315789,8,5.695137865896186e-10,0.0,1.7085413597688558e-09
500,hydrothermal-2kbar-screen,12x12x6,6912,8,20,24000.0,8,0.004508642983530693,0.0,0.010837756907581327,8,0.0,0.0,0.0,8,0.017113095238095236,0.0,0.04092261904761905,8,2.204111656162151e-08,0.0,6.612334968486453e-08,0,,,,8,0.0030982252141982863,0.0,0.007458690330477356,8,3.1749992925806054e-10,0.0,9.524997877741817e-10
500,hydrothermal-2kbar-screen,12x12x6,6912,8,30,54000.0,8,0.015712149220918327,0.005434782608695652,0.027139515685195376,8,2.7485222422756706e-09,3.899729604778747e-10,5.969628371648063e-09,8,0.017113095238095236,0.0,0.04092261904761905,8,0.0,0.0,0.0,0,,,,8,0.014494232376997047,0.007321731748726655,0.021920551908312005,8,1.886359541682785e-09,7.312318792100605e-10,3.295603639027747e-09
500,hydrothermal-2kbar-screen,12x12x6,6912,8,40,96000.0,8,0.026710793195172357,0.013816536432244706,0.03981520640105777,8,2.697586031390518e-09,1.1679958774506076e-09,4.58060224431355e-09,8,0.02827380952380952,0.0,0.06398809523809523,8,1.0311868336560724e-08,0.0,2.4603187426736948e-08,1,9.211238349349838,9.211238349349838,9.211238349349838,8,0.032055593033609005,0.02220270003996302,0.0434998851387488,8,4.529913611956207e-09,1.9514403781633903e-09,7.64453302881672e-09
