0.000087,160,140,20,0,0,0,160,139,1,19,1,0,0,0
0.078678,164,140,17,3,2,2,163,121,9,11,7,10,2,3
0.150840,163,135,19,7,1,1,163,117,9,14,10,6,4,3
0.223561,163,136,18,7,1,1,163,124,9,9,13,6,2,0
0.302626,164,135,15,11,1,2,161,121,5,14,8,9,2,2
0.379891,161,135,14,11,1,0,158,117,9,14,8,5,4,1
0.455941,161,136,13,10,2,0,164,125,9,12,7,6,3,2
0.534626,161,131,13,14,3,0,159,123,7,6,11,5,6,1
0.598474,163,131,15,12,4,1,168,124,9,11,10,6,7,1
0.674148,162,130,18,8,6,0,162,122,6,6,14,7,5,2
0.746499,163,130,19,7,6,1,168,122,10,5,15,6,7,3
0.813451,161,129,19,8,5,0,167,124,11,9,10,5,5,3
0.884347,161,128,18,10,4,1,163,125,6,11,12,5,3,1
0.951157,162,126,18,12,4,2,161,120,6,12,11,8,4,0
1.014776,163,126,19,10,4,4,164,120,11,11,8,8,3,3
1.085738,162,124,17,15,5,1,157,121,5,14,8,8,1,0
1.164742,161,124,17,12,8,0,168,118,13,10,9,7,11,0
1.234246,161,124,16,13,7,1,160,124,7,10,10,5,4,0
1.316728,162,124,17,12,7,2,159,118,9,9,7,11,3,2
1.392346,161,123,15,15,8,0,163,122,7,11,7,10,5,1
1.461928,163,125,15,16,4,3,162,116,15,12,8,5,4,2
1.532839,163,125,14,17,4,3,162,119,8,12,12,7,3,1
1.613061,162,123,15,19,2,3,152,116,7,10,8,7,3,1
1.688435,161,123,16,16,4,2,164,116,10,15,5,8,9,1
1.757808,161,123,17,14,5,2,165,123,8,8,10,9,6,1
1.829107,161,123,17,12,7,2,162,120,9,6,10,9,5,3
1.901304,159,121,18,12,6,2,161,117,9,9,11,9,5,1
1.966611,159,122,18,10,8,1,157,115,11,11,10,5,4,1
2.034966,160,122,18,11,7,2,157,116,8,16,9,6,1,1
2.105213,159,123,15,14,6,1,160,116,10,8,14,5,6,1
2.180150,158,122,14,12,9,1,156,114,10,12,10,6,4,0
2.256734,156,120,12,13,11,0,158,113,6,16,7,13,1,2
2.324864,156,119,13,12,11,1,158,109,11,12,10,8,6,2
2.393080,156,119,11,15,10,1,155,110,12,10,9,7,7,0
2.456918,157,121,8,16,10,2,162,114,11,11,11,8,5,2
2.516483,157,120,10,14,12,1,160,115,7,12,11,8,6,1
2.585421,159,120,11,15,11,2,156,114,7,13,13,3,5,1
2.657619,159,121,10,16,9,3,155,103,14,11,13,8,5,1
2.728373,159,119,13,14,11,2,157,108,11,13,9,9,5,2
2.797531,159,118,15,14,11,1,155,110,10,10,13,9,2,1
2.868882,158,117,16,12,12,1,156,108,12,13,7,11,5,0
2.935737,161,117,13,16,11,4,159,115,6,14,8,8,6,2
2.999343,157,116,17,15,9,0,161,112,10,14,11,8,6,0
3.061121,160,116,14,15,12,3,168,110,12,14,17,8,5,2
3.119254,159,116,16,13,12,2,161,110,9,15,13,7,6,1
3.184345,160,117,17,12,10,4,163,115,8,13,8,13,4,2
3.242130,158,116,19,8,13,2,159,111,11,9,11,9,5,3
3.306294,158,116,19,10,11,2,159,111,9,16,8,7,6,2
3.371672,157,115,19,10,10,3,159,113,12,11,8,8,6,1
3.437098,156,114,17,14,10,1,159,115,10,8,10,9,4,3
3.505303,162,115,18,15,9,5,158,114,11,10,8,10,2,3
3.567436,159,116,16,18,7,2,165,115,10,10,10,11,5,4
3.636007,162,115,16,19,8,4,160,118,10,9,8,7,6,2
3.705376,159,113,23,15,7,1,155,113,8,9,9,9,6,1
