defect_density,step,replicas,time_mean,time_ci95_low,time_ci95_high,defects_mean,defects_ci95_low,defects_ci95_high,total_rate_mean,total_rate_ci95_low,total_rate_ci95_high,rate_log10_mean_mean,rate_log10_mean_ci95_low,rate_log10_mean_ci95_high,rate_log10_width_mean,rate_log10_width_ci95_low,rate_log10_width_ci95_high,exposure_age_mean_mean,exposure_age_mean_ci95_low,exposure_age_mean_ci95_high,exposure_age_p95_mean,exposure_age_p95_ci95_low,exposure_age_p95_ci95_high,geometric_area_mean,geometric_area_ci95_low,geometric_area_ci95_high,bet_proxy_mean,bet_proxy_ci95_low,bet_proxy_ci95_high
0.25,410,64,184.2368427921875,181.3508036734375,187.1601940546875,0.0,0.0,0.0,1.6109375,1.60421875,1.6171875,-2.0,-2.0,-2.0,0.0,0.0,0.0,153.21903622528157,150.7554134078014,155.77332464222906,184.2368427921875,181.23279528125,187.2505918484375,4715.605546875,4671.72271875,4761.646546875,165.5625,165.359375,165.734375
0.25,420,64,190.32838780937502,187.049365090625,193.4581224671875,0.0,0.0,0.0,1.524375,1.519375,1.5296875,-2.0,-2.0,-2.0,0.0,0.0,0.0,159.3016257374559,156.83885491671765,161.98052425393007,190.32838780937502,187.2387577765625,193.388572646875,4567.411078125,4522.808859375,4614.17146875,155.671875,155.5,155.8125
0.25,430,64,197.222547609375,194.0931601859375,200.3468095359375,0.0,0.0,0.0,1.4334375,1.4290625,1.4378125,-2.0,-2.0,-2.0,0.0,0.0,0.0,166.26179676271946,163.65276116676296,168.82014236028894,197.222547609375,194.28078214375,200.313355046875,4399.7930625,4353.7520625,4447.27284375,145.765625,145.640625,145.875
0.25,440,64,204.60221433125,201.4114593953125,207.70641942968751,0.0,0.0,0.0,1.3421875,1.3389062500000002,1.34546875,-2.0,-2.0,-2.0,0.0,0.0,0.0,173.5034539811141,171.00055116486084,176.17799099842236,204.60221433125,201.6246040125,207.76411616875,4209.8739375000005,4165.27171875,4254.47615625,135.890625,135.8125,135.953125
0.25,450,64,212.3782126546875,209.054350553125,215.6488375109375,0.0,0.0,0.0,1.24796875,1.24515625,1.250625,-2.0,-2.0,-2.0,0.0,0.0,0.0,180.9199659394888,178.1380306399957,183.76379024091426,212.3782126546875,209.0346457640625,215.589527596875,4022.112984375,3977.510765625,4063.837640625,125.90625,125.828125,125.96875
0.25,460,64,220.4256888875,217.1867580109375,223.82034445625,0.0,0.0,0.0,1.1521875,1.15,1.1542187499999998,-2.0,-2.0,-2.0,0.0,0.0,0.0,189.09487352678303,186.44875757213885,191.89211814502218,220.4256888875,217.0316754484375,223.7916644421875,3820.683609375,3778.2395625,3865.285828125,115.90625,115.828125,115.96875
0.25,470,64,229.162902659375,225.7717335359375,232.4776025078125,0.0,0.0,0.0,1.055625,1.05390625,1.05703125,-2.0,-2.0,-2.0,0.0,0.0,0.0,197.71854896756662,195.06223655318695,200.82790040331668,229.162902659375,225.750959034375,232.6198179734375,3578.968359375,3537.243703125,3625.0093593750003,105.953125,105.890625,106.0
0.25,480,64,238.683841053125,235.292193221875,242.1458534921875,0.0,0.0,0.0,0.95765625,0.95640625,0.95875,-2.0,-2.0,-2.0,0.0,0.0,0.0,207.15637445188605,204.32668274153255,210.21489727461702,238.683841053125,235.29912270937498,242.070656809375,3346.6051875,3309.916265625,3386.171671875,96.0,96.0,96.0
0.25,490,64,250.075393825,246.6012689890625,253.7564761671875,0.0,0.0,0.0,0.8585937499999999,0.8574999999999999,0.85953125,-2.0,-2.0,-2.0,0.0,0.0,0.0,218.898461124651,215.75815842759994,222.0365838285227,250.075393825,246.6201667921875,253.7748038421875,3084.747,3050.935640625,3118.5583593750002,86.0,86.0,86.0
0.25,500,64,262.3864088546875,258.7081708921875,265.7771102640625,0.0,0.0,0.0,0.7590625,0.758125,0.75984375,-2.0,-2.0,-2.0,0.0,0.0,0.0,231.1051291877385,227.93894362442433,234.372851610368,262.3864088546875,258.980003346875,265.92730341875,2811.3785625,2781.883546875,2839.434796875,76.0,76.0,76.0
0.25,510,64,276.378258228125,272.5075947125,280.140678746875,0.0,0.0,0.0,0.65953125,0.6587500000000001,0.66,-2.0,-2.0,-2.0,0.0,0.0,0.0,245.56064345180872,242.11410508327887,249.36154962072916,276.378258228125,272.7079130828125,280.2796579109375,2520.74475,2496.28546875,2545.923421875,66.0,66.0,66.0
0.25,520,64,292.11856510625,288.2048863171875,296.1163571828125,0.0,0.0,0.0,0.5598437500000001,0.55953125,0.56,-2.0,-2.0,-2.0,0.0,0.0,0.0,261.0087833348075,257.23820857695034,264.8641213501395,292.11856510625,288.0605385453125,296.3713028875,2200.615921875,2175.43725,2225.075203125,56.0,56.0,56.0
0.25,530,64,311.000264734375,306.6967553125,315.5020284359375,0.0,0.0,0.0,0.46,0.46,0.46,-2.0,-2.0,-2.0,0.0,0.0,0.0,280.50234413658626,276.5383711181012,284.54202344101225,311.000264734375,306.767494953125,315.719691875,1860.34415625,1838.043046875,1881.206484375,46.0,46.0,46.0
0.25,540,64,334.8189935703125,330.2799821484375,339.2239969921875,0.0,0.0,0.0,0.36,0.36,0.36,-2.0,-2.0,-2.0,0.0,0.0,0.0,304.9160957857682,301.1895976651953,308.8724143984896,334.8189935703125,330.386355190625,339.1779223671875,1510.000921875,1492.01615625,1528.705078125,36.0,36.0,36.0
0.25,550,64,365.9475120671875,360.69696935,371.141323440625,0.0,0.0,0.0,0.26,0.26,0.26,-2.0,-2.0,-2.0,0.0,0.0,0.0,335.4930099778245,330.7596542588942,340.2970766875601,365.9475120671875,360.756398253125,370.7426384,1122.968765625,1108.580953125,1136.6371875,26.0,26.0,26.0
0.25,560,64,413.5788189484375,407.934887359375,419.243063353125,0.0,0.0,0.0,0.16,0.16,0.16,-2.0,-2.0,-2.0,0.0,0.0,0.0,384.5965733788086,378.88353481855466,390.3797680418945,413.5788189484375,407.9708569984375,419.4512506578125,702.1252499999999,691.334390625,712.19671875,16.0,16.0,16.0
0.25,570,64,504.0948331953125,494.11880414375,514.3833199578125,0.0,0.0,0.0,0.06,0.06,0.06,-2.0,-2.0,-2.0,0.0,0.0,0.0,473.02424980104166,463.56196419791667,482.8712555247396,503.5306698171875,493.8246424265625,513.3202841484375,271.210265625,267.6133125,274.087828125,6.0,6.0,6.0
0.25,576,64,718.856381815625,688.952015990625,752.277644965625,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0,64,0.0,0.0,0.0,71.484375,69.9375,72.9375,714.84375,700.3125,730.9375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6629.904,6629.904,6629.904,288.0,288.0,288.0
0.5,10,64,0.0148639038086875,0.01380253400628125,0.0159692097840625,61.484375,59.953125,62.984375,615.1265625,599.04484375,630.9070312499999,0.05113447444282515,0.021713356204977392,0.0796139049142933,1.3893206397459024,1.378383926813108,1.4000749056211426,0.014579715533226586,0.013558073196411334,0.01567359405546312,0.0148639038086875,0.013756913774640625,0.0159812032880625,6629.904,6629.904,6629.904,288.0,288.0,288.0
0.5,20,64,0.03154947907890625,0.03006135826296875,0.03311605667921875,51.5,49.96875,53.078125,515.5298437499999,499.9128125,530.37,-0.5249693976676941,-0.5563604609252482,-0.49280510958694074,1.4940721618606896,1.4918224248057739,1.495864794638379,0.030440750433448086,0.028919874241027987,0.031901715101123475,0.03154947907890625,0.03001720226546875,0.03312451333640625,6629.904,6629.904,6629.904,288.0,288.0,288.0
0.5,30,64,0.051901648860468746,0.0495055959159375,0.05444610508140625,41.5,39.953125,43.125,415.745625,400.12765625,431.3609375,-0.929580855749277,-0.9637907929339703,-0.8943490421490947,1.4290665080404843,1.417133015977579,1.439947449597514,0.04931705010200776,0.04693439110432956,0.05172452204877051,0.051901648860468746,0.0496116547525,0.05426914692203125,6629.904,6629.904,6629.904,288.0,288.0,288.0
0.5,40,64,0.08127290627125,0.07725661150390625,0.0856248111903125,31.53125,29.9375,33.09375,316.2471875,300.01453125,331.3928125,-1.24472259555371,-1.279787929097865,-1.2092628211690897,1.2908194968143512,1.2673911334662573,1.3107533485067475,0.0763356653513488,0.07244502422066301,0.08056826085070003,0.08127290627125,0.07721771832984375,0.08575186912999999,6629.904,6629.904,6629.904,288.046875,288.0,288.125
0.5,50,64,0.1208254192290625,0.113391380806875,0.12871137374546876,21.5625,20.125,23.0625,216.72640625,200.33625,231.86546875,-1.5100683940776392,-1.5450871792444951,-1.4740410043959302,1.0903232984419926,1.051003926971939,1.12342348375264,0.11236004282792986,0.1054263628974586,0.11958933888392792,0.1208254192290625,0.11366999813109376,0.1292122636934375,6629.904,6629.904,6629.904,288.09375,288.0,288.21875
0.5,60,64,0.2545640762221875,0.17994144239421875,0.37767189307578125,11.734375,10.203125,13.21875,118.58640625,102.98453125,133.265625,-1.7418223750831046,-1.7749063122928068,-1.710479991229721,0.7846304108413223,0.7152017755895755,0.8447334541761554,0.2390402093629284,0.16780673856047595,0.3648441660841061,0.2545640762221875,0.1815264245228125,0.384707075803125,6629.904,6629.904,6629.904,288.25,288.046875,288.53125
0.5,70,64,1.554350005340625,1.022244816125,2.2125535297,3.640625,2.703125,4.6875,37.77765625,27.9425,47.45640625,-1.921898262731574,-1.9421921168900256,-1.9005945136482945,0.34599831621605,0.270985767505711,0.4273746126717834,1.4992409928334374,0.9662261665721484,2.094173010003982,1.554350005340625,0.9928765862296876,2.20688350045625,6629.904,6629.904,6629.904,290.109375,289.25,291.125
0.5,80,64,5.93402662050625,4.80833791136875,7.150800891375,0.203125,0.0625,0.390625,3.51625,1.9715624999999999,5.38890625,-1.9957450813222408,-1.9987023758561644,-1.991797275471177,0.03345044783422888,0.010561069345573246,0.061884382077131594,5.651421836343817,4.682826878130119,6.7187110896026825,5.93402662050625,4.855314136821875,7.067501908729688,6629.184609375,6627.745828125,6629.904,296.140625,294.359375,297.9375
0.5,90,64,11.890744439515625,10.687193466484375,13.262646339859375,0.0,0.0,0.0,1.5753125000000001,1.5596875000000001,1.5921875,-2.0,-2.0,-2.0,0.0,0.0,0.0,11.123425296922647,9.962364506045889,12.297115443030618,11.890744439515625,10.641336670140625,13.19762273528125,6627.745828125,6624.868265625,6629.904,303.59375,301.796875,305.453125
0.5,100,64,17.968391244453127,16.7387438891875,19.237466600625,0.0,0.0,0.0,1.671875,1.653125,1.69140625,-2.0,-2.0,-2.0,0.0,0.0,0.0,16.399908549883687,15.313827869762575,17.512982739143926,17.968391244453127,16.717052731421877,19.242416395796877,6625.587656250001,6621.990703125,6628.4652187500005,311.765625,309.84375,313.578125
0.5,110,64,24.005813455625,22.7186095746875,25.3824733921875,0.0,0.0,0.0,1.7578125,1.73578125,1.78125,-2.0,-2.0,-2.0,0.0,0.0,0.0,21.504956930934373,20.429862354281127,22.643868976491753,24.005813455625,22.71191275390625,25.3192853403125,6619.83253125,6614.07740625,6624.868265625,317.921875,315.9375,319.953125
0.5,120,64,30.08389285890625,28.74391845796875,31.449118809375,0.0,0.0,0.0,1.83125,1.80875,1.85390625,-2.0,-2.0,-2.0,0.0,0.0,0.0,26.521338190667183,25.356007457912394,27.70749481805909,30.08389285890625,28.74892495296875,31.49036283171875,6616.95496875,6609.761062500001,6622.710093750001,322.9375,321.109375,324.953125
0.5,130,64,35.6613293071875,34.21481777625,37.2188925946875,0.0,0.0,0.0,1.90953125,1.8865625,1.93390625,-2.0,-2.0,-2.0,0.0,0.0,0.0,30.916686405574495,29.696768370200875,32.18143607148687,35.6613293071875,34.189702460625,37.18714767140625,6601.847765625001,6592.495687500001,6610.480453125,327.28125,325.421875,329.25
0.5,140,64,41.0614265396875,39.56822057640625,42.60905857046875,0.0,0.0,0.0,1.97828125,1.95390625,2.00296875,-2.0,-2.0,-2.0,0.0,0.0,0.0,35.09602999600482,33.94260428888309,36.32845577312127,41.0614265396875,39.64745911953125,42.57177921578125,6593.215078125,6583.863,6602.56715625,330.546875,328.75,332.4375
0.5,150,64,46.129619135,44.618975373125004,47.76238976203125,0.0,0.0,0.0,2.04265625,2.0128125,2.07125,-2.0,-2.0,-2.0,0.0,0.0,0.0,38.899718804526486,37.68031727965156,40.185488104740756,46.129619135,44.54408039859375,47.7402965825,6578.107875000001,6566.597625,6588.8987343750005,332.859375,330.859375,334.90625
0.5,160,64,50.46068203125,48.88829937453125,52.09663459828125,0.0,0.0,0.0,2.10140625,2.073125,2.13078125,-2.0,-2.0,-2.0,0.0,0.0,0.0,42.011233743467045,40.79098227420616,43.32749049733618,50.46068203125,48.8820150909375,52.0829216515625,6563.7200625000005,6550.051640625,6577.388484375,334.09375,332.21875,336.03125
0.5,170,64,55.03287414953125,53.472251852968746,56.5750055915625,0.0,0.0,0.0,2.1540625,2.12484375,2.18359375,-2.0,-2.0,-2.0,0.0,0.0,0.0,45.44728144238133,44.2071626852698,46.7266617976037,55.03287414953125,53.46147789390625,56.71822853625,6546.454687500001,6533.50565625,6559.40371875,334.0625,332.28125,335.859375
0.5,180,64,59.55576825734375,57.985905738281254,61.26094110515625,0.0,0.0,0.0,2.1978125,2.16890625,2.228125,-2.0,-2.0,-2.0,0.0,0.0,0.0,48.88074544339304,47.62922140608635,50.18735688481552,59.55576825734375,57.938298737031246,61.27056159828125,6528.469921875,6514.8015,6541.418953125,332.90625,331.1875,334.71875
0.5,190,64,64.0052639871875,62.329969244375,65.79087052921875,0.0,0.0,0.0,2.2371875,2.21078125,2.264375,-2.0,-2.0,-2.0,0.0,0.0,0.0,52.308001886473306,50.97690980417831,53.59927812469713,64.0052639871875,62.317438310625,65.65410856625,6499.694296875,6484.58709375,6514.8015000000005,330.59375,328.828125,332.34375
0.5,200,64,68.477160834375,66.72331365375,70.25700237328125,0.0,0.0,0.0,2.2734375,2.246875,2.30109375,-2.0,-2.0,-2.0,0.0,0.0,0.0,55.76567264918766,54.249515173784545,57.16215083479022,68.477160834375,66.58661576671875,70.24484307765626,6472.357453125,6455.092078125,6489.622828125,327.9375,326.40625,329.640625
0.5,210,64,72.89945497671874,71.12627019421875,74.71007568625,0.0,0.0,0.0,2.29375,2.2659375,2.31953125,-2.0,-2.0,-2.0,0.0,0.0,0.0,59.26892752493682,57.843684368325256,60.8247883661241,72.89945497671874,70.9907313725,74.71971831125,6445.74,6426.316453125,6465.163546875,324.1875,322.625,325.75
0.5,220,64,77.2642677571875,75.54002253265625,79.084996356875,0.0,0.0,0.0,2.31015625,2.2821875,2.3378125,-2.0,-2.0,-2.0,0.0,0.0,0.0,62.71279951025191,61.31765704621311,64.16929591407015,77.2642677571875,75.4319055428125,79.07529613515625,6409.051078125,6386.74996875,6431.3521875,319.78125,318.265625,321.234375
0.5,230,64,81.74383049078125,79.98409977265625,83.57718648125,0.0,0.0,0.0,2.324375,2.298125,2.35015625,-2.0,-2.0,-2.0,0.0,0.0,0.0,66.37014719328786,65.01401446160651,67.7289786927416,81.74383049078125,80.01641733171876,83.52935783796875,6365.16825,6342.14775,6389.62753125,314.515625,313.125,315.890625
0.5,240,64,85.93371766921875,84.11569679203124,87.76938163734374,0.0,0.0,0.0,2.3359375,2.30953125,2.3615625000000002,-2.0,-2.0,-2.0,0.0,0.0,0.0,69.66189018973499,68.26435245620007,70.95962872313898,85.93371766921875,84.10909302234374,87.723857690625,6329.19871875,6304.020046875,6355.09678125,309.46875,308.171875,310.796875
0.5,250,64,90.22872851390625,88.42692115625,92.01965350734375,0.0,0.0,0.0,2.33453125,2.31171875,2.36,-2.0,-2.0,-2.0,0.0,0.0,0.0,73.14920112608759,71.66446667538081,74.54514683066267,90.22872851390625,88.45279770375,92.0038363815625,6290.351625,6265.89234375,6314.091515625,303.65625,302.453125,304.890625
0.5,260,64,94.68386115421875,93.03596434578125,96.2627629596875,0.0,0.0,0.0,2.33984375,2.314375,2.3653125,-2.0,-2.0,-2.0,0.0,0.0,0.0,76.8419136605221,75.50139014223447,78.16493788565633,94.68386115421875,93.05095762859375,96.375962179375,6239.274890625,6214.09621875,6266.611734375,297.375,296.140625,298.640625
0.5,270,64,98.94743203171875,97.1944671884375,100.70268255484375,0.0,0.0,0.0,2.32421875,2.30140625,2.3475,-2.0,-2.0,-2.0,0.0,0.0,0.0,80.49025977913199,79.09035432144557,81.86402218236674,98.94743203171875,97.22019711640625,100.60555418640625,6191.795109375,6165.17765625,6219.131953125,290.0,288.921875,291.0625
0.5,280,64,103.17838549078125,101.3722219103125,104.9146246309375,0.0,0.0,0.0,2.3078125,2.284375,2.33328125,-2.0,-2.0,-2.0,0.0,0.0,0.0,84.1276772104068,82.69041702622764,85.49071206941332,103.17838549078125,101.3697204771875,104.96344404625,6132.805078125,6102.590671875,6161.580703125,282.421875,281.4375,283.4375
0.5,290,64,107.66981105328125,105.83488214609375,109.53331414359376,0.0,0.0,0.0,2.2865625,2.265625,2.30828125,-2.0,-2.0,-2.0,0.0,0.0,0.0,88.06306615437724,86.62594853802017,89.40201630121527,107.66981105328125,105.8932855978125,109.5202441334375,6073.0956562500005,6041.44246875,6104.029453125,274.875,273.9375,275.75
0.5,300,64,112.25721187140626,110.41295636953124,114.1970792365625,0.0,0.0,0.0,2.2575,2.2365625000000002,2.27875,-2.0,-2.0,-2.0,0.0,0.0,0.0,92.06594698768068,90.6138923718885,93.58456622251089,112.25721187140626,110.400119356875,114.12522711203125,6007.631109375,5975.977921875,6037.126125,267.140625,266.34375,267.9375
0.5,310,64,116.8017861178125,115.01835414875,118.6136747546875,0.0,0.0,0.0,2.22296875,2.2028125,2.2440625,-2.0,-2.0,-2.0,0.0,0.0,0.0,96.17400477560915,94.68030376664093,97.72231201572933,116.8017861178125,114.9486389825,118.621871971875,5932.09509375,5900.44190625,5964.467671875,258.765625,258.09375,259.40625
0.5,320,64,121.47372574703125,119.5181658675,123.491906621875,0.0,0.0,0.0,2.18734375,2.168125,2.20640625,-2.0,-2.0,-2.0,0.0,0.0,0.0,100.32392111795366,98.73487044326089,101.96967837243152,121.47372574703125,119.5450755721875,123.47085381109375,5860.15603125,5827.0640625,5892.528609375,250.40625,249.71875,251.046875
0.5,330,64,126.0432180203125,124.0153271296875,128.0187577046875,0.0,0.0,0.0,2.14296875,2.1253125,2.16203125,-2.0,-2.0,-2.0,0.0,0.0,0.0,104.51980455153652,102.9960898588547,106.14168481629355,126.0432180203125,124.03572371875,127.956364678125,5765.19646875,5730.66571875,5799.72721875,241.390625,240.765625,241.984375
0.5,340,64,131.0157393265625,129.046608709375,133.01471807812501,0.0,0.0,0.0,2.09765625,2.08234375,2.1145312499999998,-2.0,-2.0,-2.0,0.0,0.0,0.0,109.06032427125811,107.4816142507013,110.65848725099323,131.0157393265625,129.1090415109375,133.016154565625,5663.762390625,5629.231640625,5698.293140625,232.65625,232.234375,233.0625
0.5,350,64,136.0292942546875,134.1034398796875,137.9536107953125,0.0,0.0,0.0,2.04109375,2.025,2.0564062499999998,-2.0,-2.0,-2.0,0.0,0.0,0.0,113.74469927612807,112.11997546948335,115.3777817918965,136.0292942546875,134.0675759359375,137.9940951765625,5570.241609375,5532.833296875,5606.93053125,223.328125,222.921875,223.734375
0.5,360,64,141.1409994328125,139.1625462953125,143.138142353125,0.0,0.0,0.0,1.9759375,1.9628124999999998,1.98921875,-2.0,-2.0,-2.0,0.0,0.0,0.0,118.50414451080118,116.9205885136992,120.08075816296622,141.1409994328125,139.150084478125,143.12709368125,5462.333015625,5427.082875,5501.180109375,213.953125,213.59375,214.328125
0.5,370,64,146.365868440625,144.4128217890625,148.3559148328125,0.0,0.0,0.0,1.91109375,1.89890625,1.9224999999999999,-2.0,-2.0,-2.0,0.0,0.0,0.0,123.55750845037423,121.91512270890257,125.2985455440647,146.365868440625,144.216558071875,148.3107798625,5349.3886875,5308.383421875,5388.955171875,204.40625,204.125,204.6875
0.5,380,64,151.57482505,149.46019740625,153.76390431875,0.0,0.0,0.0,1.836875,1.8259375,1.84796875,-2.0,-2.0,-2.0,0.0,0.0,0.0,128.78996952110262,127.04997064105612,130.58433268311822,151.57482505,149.4686388875,153.5955417140625,5237.16375,5197.597265625,5278.169015625,194.734375,194.46875,194.984375
0.5,390,64,157.1374851640625,155.00527191875,159.043224734375,0.0,0.0,0.0,1.75984375,1.749375,1.77046875,-2.0,-2.0,-2.0,0.0,0.0,0.0,134.24349298599518,132.4434326024183,136.03647523693522,157.1374851640625,155.1403960484375,159.1418890046875,5091.127453125,5046.525234375,5134.290890625,185.0,184.75,185.234375
0.5,400,64,162.4880038828125,160.307080196875,164.584964203125,0.0,0.0,0.0,1.6821875,1.671875,1.691875,-2.0,-2.0,-2.0,0.0,0.0,0.0,139.46846104169467,137.64046098506273,141.4065541235737,162.4880038828125,160.3689306203125,164.629984215625,4960.198359375,4918.473703125,5001.203625,175.28125,175.09375,175.453125
0.5,410,64,168.7391222203125,166.712468365625,170.913742928125,0.0,0.0,0.0,1.600625,1.5925,1.60890625,-2.0,-2.0,-2.0,0.0,0.0,0.0,145.6575167057093,143.7139515955121,147.6034940332087,168.7391222203125,166.66630253125,170.78892476875,4813.442671875,4773.8761875,4852.289765625,165.46875,165.3125,165.625
0.5,420,64,174.96491071875,172.8193714390625,177.3308991515625,0.0,0.0,0.0,1.516875,1.50984375,1.5234375,-2.0,-2.0,-2.0,0.0,0.0,0.0,151.61219978315003,149.67014111723432,153.7102439851915,174.96491071875,172.6728013,177.227279903125,4638.63075,4597.625484375,4678.916625,155.75,155.640625,155.859375
0.5,430,64,181.684900215625,179.37697660468748,184.0674422109375,0.0,0.0,0.0,1.42890625,1.42359375,1.4340625,-2.0,-2.0,-2.0,0.0,0.0,0.0,158.1631478623692,156.17004165890717,160.28383606854658,181.684900215625,179.442262575,184.004224378125,4453.747359375,4410.583921875,4494.752625,145.859375,145.78125,145.9375
0.5,440,64,188.65610085,186.245808853125,191.11208603125,0.0,0.0,0.0,1.3379687500000002,1.33390625,1.3421875,-2.0,-2.0,-2.0,0.0,0.0,0.0,164.84614638522115,162.5698009892324,167.1452455289123,188.65610085,186.2681107765625,191.15649487031249,4265.98640625,4225.70053125,4309.14984375,135.9375,135.875,135.984375
0.5,450,64,196.1788662359375,193.774395165625,198.6372927578125,0.0,0.0,0.0,1.24515625,1.2415625,1.2484375,-2.0,-2.0,-2.0,0.0,0.0,0.0,172.30940637049284,170.2134250147125,174.43021154736712,196.1788662359375,194.0287536765625,198.6232524046875,4058.80190625,4021.39359375,4096.929609375,125.96875,125.921875,126.0
0.5,460,64,204.1733356140625,201.6948439078125,206.6307433578125,0.0,0.0,0.0,1.1520312499999998,1.14953125,1.154375,-2.0,-2.0,-2.0,0.0,0.0,0.0,180.3581994790169,178.18792646013145,182.47108567704706,204.1733356140625,201.8703966125,206.646541371875,3851.61740625,3814.20909375,3889.02571875,116.0,116.0,116.0
0.5,470,64,213.604231971875,211.1261738640625,216.029395653125,0.0,0.0,0.0,1.05484375,1.05296875,1.0565625,-2.0,-2.0,-2.0,0.0,0.0,0.0,190.1243051642541,187.79156781323408,192.47851402468012,213.604231971875,210.98881494375,215.9937857109375,3633.6420468750002,3599.8306875,3666.734015625,106.0,106.0,106.0
0.5,480,64,223.068644540625,220.5352596375,225.62670235625,0.0,0.0,0.0,0.9565625,0.955,0.9579687499999999,-2.0,-2.0,-2.0,0.0,0.0,0.0,199.55243399892905,197.20585040676596,201.94929675028646,223.068644540625,220.571458609375,225.7319216375,3379.69715625,3352.3603125,3406.314609375,96.0,96.0,96.0
0.5,490,64,234.352682946875,231.52090945,237.1148946296875,0.0,0.0,0.0,0.8578125,0.85671875,0.85890625,-2.0,-2.0,-2.0,0.0,0.0,0.0,210.88953429020168,208.39427205281976,213.53845510724744,234.352682946875,231.24209881875,237.341081821875,3122.874703125,3091.94090625,3153.089109375,86.0,86.0,86.0
0.5,500,64,247.1886338703125,243.7934431109375,250.3014680140625,0.0,0.0,0.0,0.75875,0.7578125,0.75953125,-2.0,-2.0,-2.0,0.0,0.0,0.0,223.94006692705798,221.040289425625,226.87790628660156,247.1886338703125,243.96160834375,250.33797481875,2852.383828125,2820.730640625,2884.037015625,76.0,76.0,76.0
0.5,510,64,261.5169097328125,258.15628218125,264.750237684375,0.0,0.0,0.0,0.6592187500000001,0.6584375,0.6598437500000001,-2.0,-2.0,-2.0,0.0,0.0,0.0,238.36182465930162,235.0746478575142,241.55001310727272,261.5169097328125,258.18327789531253,264.84102715625,2538.7295156249997,2511.392671875,2568.22453125,66.0,66.0,66.0
0.5,520,64,277.29122186875,273.4592694,280.927225634375,0.0,0.0,0.0,0.5596875,0.5592187500000001,0.56,-2.0,-2.0,-2.0,0.0,0.0,0.0,253.9790611716797,250.1646858516741,257.57055157573103,277.29122186875,273.521586421875,280.966852471875,2210.687390625,2186.9475,2235.8660625,56.0,56.0,56.0
0.5,530,64,296.5786223390625,292.41422040625,300.8600953125,0.0,0.0,0.0,0.46,0.46,0.46,-2.0,-2.0,-2.0,0.0,0.0,0.0,272.78228042485733,268.7061978500136,276.5162846471603,296.5786223390625,292.4420282671875,300.519914190625,1861.063546875,1838.7624375,1882.645265625,46.0,46.0,46.0
0.5,540,64,320.152220259375,316.08742083125003,324.273192428125,0.0,0.0,0.0,0.36,0.36,0.36,-2.0,-2.0,-2.0,0.0,0.0,0.0,296.49870890043405,292.5017477581163,300.58687100989584,320.152220259375,315.68783910156253,324.2135776234375,1504.9651875,1485.541640625,1522.2305625,36.0,36.0,36.0
0.5,550,64,352.979831471875,347.9272949390625,357.9621729046875,0.0,0.0,0.0,0.26,0.26,0.26,-2.0,-2.0,-2.0,0.0,0.0,0.0,329.9674149731971,325.29696389326926,334.8041426608774,352.979831471875,348.222393703125,358.1336342375,1121.529984375,1109.30034375,1133.759625,26.0,26.0,26.0
0.5,560,64,402.5131487125,396.271332590625,409.196390065625,0.0,0.0,0.0,0.16,0.16,0.16,-2.0,-2.0,-2.0,0.0,0.0,0.0,379.2793945792969,372.4943360737305,385.84177132978516,402.5131487125,395.9622081078125,409.32710898125,710.7579375,702.1252499999999,717.95184375,16.0,16.0,16.0
0.5,570,64,495.504333728125,485.634027825,505.319185775,0.0,0.0,0.0,0.06,0.06,0.06,-2.0,-2.0,-2.0,0.0,0.0,0.0,472.76847013046876,463.8597737375,481.57557974765626,495.504333728125,485.77370511875,504.740629003125,274.80721875,272.649046875,276.246,6.0,6.0,6.0
0.5,576,64,726.771920240625,700.5527864546875,753.5157069046875,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
