scenario,replica,seed,step,time_s,Al.empty,Al.l0,Al.l1,Al.l2,Al.l3,Al.l4,Al.l5,Al.l6,Si.empty,Si.oh0,Si.oh1,Si.oh2,Si.oh3,Si.oh4,Oss.empty,Oss.br,Oss.hy,Oss.si1,Osa.empty,Osa.br,Osa.sih,Osa.full,Osa.albr,Osa.alhy,Osa.sial,Osa.sialh,Osa.si1,Osa.al1,Osa.pr1,Osa.pr2,Oaa.empty,Oaa.br,Oaa.hy,Oaa.al1
sioal-si-neutral__prefactor-x0.1,3,90409,2000,147.6806,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,3,90409,4000,294.6575,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,3,90409,6000,455.1571,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,3,90409,8000,610.0304,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,3,90409,10000,766.6162,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,3,90409,12000,911.6034,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,3,90409,14000,1069.173,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,3,90409,16000,1219.985,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,3,90409,18000,1374.611,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,3,90409,20000,1539.304,80,139,1,19,1,0,0,0,77,120,40,0,0,3,134,180,3,43,60,160,0,0,0,0,0,3,0,17,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,4,90413,0,0.0,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,4,90413,2000,144.2787,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,4,90413,4000,293.8796,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,4,90413,6000,432.2301,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,4,90413,8000,579.9655,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,4,90413,10000,726.2201,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,4,90413,12000,871.7937,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,4,90413,14000,1017.125,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,4,90413,16000,1162.618,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,4,90413,18000,1305.205,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,4,90413,20000,1456.544,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,5,90419,0,0.0,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,5,90419,2000,150.0079,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,5,90419,4000,299.9479,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,5,90419,6000,453.5405,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,5,90419,8000,611.4111,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,5,90419,10000,766.5842,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,5,90419,12000,908.5655,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,5,90419,14000,1061.612,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,5,90419,16000,1208.84,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,5,90419,18000,1356.066,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,5,90419,20000,1513.538,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,6,90421,0,0.0,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,6,90421,2000,151.4685,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,6,90421,4000,294.9626,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,6,90421,6000,426.4787,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,6,90421,8000,578.3519,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,6,90421,10000,723.5042,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,6,90421,12000,867.4901,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,6,90421,14000,1020.747,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,6,90421,16000,1175.488,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,6,90421,18000,1329.144,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,6,90421,20000,1496.717,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,7,90427,0,0.0,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,7,90427,2000,149.0078,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,7,90427,4000,301.2522,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,7,90427,6000,448.5362,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,7,90427,8000,607.5882,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,7,90427,10000,763.3325,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,7,90427,12000,917.7811,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x0.1,7,90427,14000,1067.455,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,7,90427,16000,1235.345,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,7,90427,18000,1394.048,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x0.1,7,90427,20000,1549.308,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,0,90401,0,0.0,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,0,90401,2000,145.0583,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,0,90401,4000,288.6232,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,0,90401,6000,437.1388,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,0,90401,8000,578.8316,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,0,90401,10000,719.5548,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,0,90401,12000,858.3458,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,0,90401,14000,995.3642,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,0,90401,16000,1138.828,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,0,90401,18000,1278.92,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,0,90401,20000,1419.139,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,1,90403,0,0.0,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,1,90403,2000,142.9851,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,1,90403,4000,286.5894,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,1,90403,6000,424.6679,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,1,90403,8000,574.4179,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,1,90403,10000,712.9971,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,1,90403,12000,860.3475,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,1,90403,14000,1005.383,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,1,90403,16000,1147.628,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,1,90403,18000,1294.267,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,1,90403,20000,1434.071,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,2,90407,0,0.0,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,2,90407,2000,144.4097,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,2,90407,4000,292.1782,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,2,90407,6000,441.9665,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,2,90407,8000,577.6942,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,2,90407,10000,717.1093,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,2,90407,12000,855.5804,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,2,90407,14000,1003.294,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,2,90407,16000,1139.536,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,2,90407,18000,1288.18,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,2,90407,20000,1445.419,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,3,90409,0,0.0,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,3,90409,2000,147.68,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,3,90409,4000,294.6563,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,3,90409,6000,455.1523,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,3,90409,8000,610.0221,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,3,90409,10000,768.5754,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,3,90409,12000,928.1376,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,3,90409,14000,1085.195,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,3,90409,16000,1242.831,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,3,90409,18000,1400.673,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,3,90409,20000,1565.358,80,139,1,19,1,0,0,0,77,120,40,0,0,3,134,180,3,43,60,160,0,0,0,0,0,3,0,17,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,4,90413,0,0.0,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,4,90413,2000,144.2781,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,4,90413,4000,293.8783,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,4,90413,6000,432.2283,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,4,90413,8000,579.963,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,4,90413,10000,726.217,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,4,90413,12000,871.79,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,4,90413,14000,1017.121,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,4,90413,16000,1162.613,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,4,90413,18000,1305.199,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,4,90413,20000,1456.535,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,5,90419,0,0.0,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,5,90419,2000,150.0048,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,5,90419,4000,299.9414,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,5,90419,6000,453.5306,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,5,90419,8000,611.3977,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,5,90419,10000,766.5673,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,5,90419,12000,908.5455,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,5,90419,14000,1061.588,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,5,90419,16000,1208.814,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,5,90419,18000,1359.997,80,139,1,19,1,0,0,0,79,120,40,0,0,1,138,180,1,41,60,160,0,0,0,0,0,1,0,19,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,5,90419,20000,1514.197,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,6,90421,0,0.0,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,6,90421,2000,151.4678,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,6,90421,4000,294.9614,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,6,90421,6000,426.4769,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,6,90421,8000,578.3494,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,6,90421,10000,723.5011,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,6,90421,12000,867.4864,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,6,90421,14000,1020.74,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,6,90421,16000,1175.474,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,6,90421,18000,1329.124,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,6,90421,20000,1493.943,80,139,1,19,1,0,0,0,77,120,40,0,0,3,134,180,3,43,60,160,0,0,0,0,0,3,0,17,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,7,90427,0,0.0,80,140,0,20,0,0,0,0,80,120,40,0,0,0,140,180,0,40,60,160,0,0,0,0,0,0,0,20,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,7,90427,2000,145.7724,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,7,90427,4000,303.6483,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,7,90427,6000,460.2151,80,140,0,20,0,0,0,0,78,120,40,0,0,2,136,180,2,42,60,160,0,0,0,0,0,2,0,18,0,0,140,320,0,20
sioal-si-neutral__prefactor-x10,7,90427,8000,618.6321,80,139,1,19,1,0,0,0,77,120,40,0,0,3,134,180,3,43,60,160,0,0,0,0,0,3,0,17,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,7,90427,10000,792.4255,80,139,1,19,1,0,0,0,77,120,40,0,0,3,134,180,3,43,60,160,0,0,0,0,0,3,0,17,0,0,140,319,1,20
sioal-si-neutral__prefactor-x10,7,90427,12000,965.0579,80,139,1,19,1,0,0,0,77,120,40,0,0,3,134,180,3,43,60,160,0,0,0,0,0,3,0,17,0,0,140,319,1,20
