scenario,replica,seed,step,time_s,Si_total,Si_oh0,Si_oh1,Si_oh2,Si_oh3,Si_oh4,Al_total,Al_l0,Al_l1,Al_l2,Al_l3,Al_l4,Al_l5,Al_l6
sioal-si-neutral__prefactor-x0.1,2,90407,190000,13580.15,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,2,90407,200000,14320.73,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,0,0.0,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,10000,736.814,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,20000,1453.704,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,30000,2170.03,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,40000,2892.079,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,50000,3613.997,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,60000,4351.343,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,70000,5075.144,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,80000,5786.404,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,90000,6511.197,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,100000,7237.471,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,110000,7955.575,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,120000,8675.596,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,130000,9397.932,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,140000,10109.84,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,150000,10830.97,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,160000,11564.32,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,170000,12282.14,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,180000,13017.37,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,190000,13738.86,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,3,90409,200000,14454.39,160,120,40,0,0,0,160,138,2,18,2,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,0,0.0,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,10000,726.2967,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,20000,1442.009,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,30000,2163.874,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,40000,2876.366,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,50000,3593.319,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,60000,4312.951,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,70000,5026.71,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,80000,5761.001,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,90000,6487.291,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,100000,7206.176,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,110000,7919.011,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,120000,8643.59,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,130000,9342.639,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,140000,10067.03,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,150000,10782.66,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,160000,11491.0,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,170000,12205.03,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,180000,12889.49,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,190000,13616.6,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,4,90413,200000,14316.31,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,0,0.0,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,10000,721.3022,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,20000,1419.062,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,30000,2149.086,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,40000,2864.944,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,50000,3568.647,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,60000,4304.004,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,70000,5018.864,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,80000,5742.86,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,90000,6464.964,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,100000,7183.606,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,110000,7904.572,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,120000,8612.953,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,130000,9350.097,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,140000,10090.98,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,150000,10784.29,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,160000,11512.22,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,170000,12216.02,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,180000,12938.5,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,190000,13657.51,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,5,90419,200000,14371.45,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,0,0.0,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,10000,723.5805,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,20000,1437.859,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,30000,2164.389,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,40000,2881.34,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,50000,3592.159,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,60000,4310.242,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,70000,5020.564,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,80000,5725.132,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,90000,6434.522,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,100000,7156.381,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,110000,7889.025,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,120000,8620.454,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,130000,9341.978,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,140000,10059.32,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,150000,10783.62,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,160000,11494.52,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,170000,12217.38,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,180000,12937.26,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,190000,13662.83,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,6,90421,200000,14373.33,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,0,0.0,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,10000,718.8664,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,20000,1437.408,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,30000,2152.193,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,40000,2880.454,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,50000,3589.036,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,60000,4309.892,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,70000,5022.564,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,80000,5756.689,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,90000,6466.918,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,100000,7169.893,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,110000,7890.757,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,120000,8625.316,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,130000,9333.691,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,140000,10059.45,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,150000,10772.17,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,160000,11481.77,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,170000,12197.31,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,180000,12931.85,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,190000,13641.88,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x0.1,7,90427,200000,14369.58,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,0,0.0,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,10000,719.6307,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,20000,1419.289,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,30000,2148.948,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,40000,2858.224,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,50000,3564.897,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,60000,4285.742,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,70000,5013.491,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,80000,5741.402,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,90000,6450.142,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,100000,7170.858,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,110000,7906.523,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,120000,8612.001,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,130000,9331.308,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,140000,10057.14,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,150000,10783.61,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,160000,11498.57,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,170000,12201.03,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,180000,12917.09,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,190000,13619.89,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,0,90401,200000,14346.94,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,0,0.0,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,10000,713.0723,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,20000,1434.222,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,30000,2151.941,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,40000,2863.542,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,50000,3577.747,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,60000,4319.45,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,70000,5038.902,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,80000,5748.846,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,90000,6478.462,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,100000,7194.013,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,110000,7925.293,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,120000,8628.441,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,130000,9344.754,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,140000,10054.52,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,150000,10770.14,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,160000,11493.24,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,170000,12209.5,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,180000,12930.08,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,190000,13659.81,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,1,90403,200000,14354.78,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,0,0.0,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,10000,717.185,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,20000,1427.503,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,30000,2147.497,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,40000,2855.864,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,50000,3574.032,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,60000,4293.498,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,70000,4999.303,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,80000,5718.979,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,90000,6416.237,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,100000,7138.984,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,110000,7850.513,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,120000,8570.754,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,130000,9285.693,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,140000,9998.798,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,150000,10717.1,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,160000,11430.62,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,170000,12148.07,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,180000,12874.82,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,190000,13580.09,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,2,90407,200000,14320.67,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,0,0.0,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,10000,736.8108,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,20000,1453.698,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,30000,2170.02,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,40000,2892.067,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,50000,3613.982,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,60000,4351.324,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,70000,5075.122,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,80000,5786.379,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,90000,6511.169,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,100000,7237.44,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,110000,7955.541,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,120000,8675.559,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,130000,9397.892,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,140000,10109.8,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,150000,10830.92,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,160000,11564.27,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,170000,12282.09,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,180000,13017.32,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,190000,13738.8,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,3,90409,200000,14454.33,160,120,40,0,0,0,160,138,2,18,2,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,0,0.0,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,10000,726.2936,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,20000,1442.002,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,30000,2163.865,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,40000,2876.354,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,50000,3593.304,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,60000,4312.932,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,70000,5026.689,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,80000,5760.977,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,90000,6487.263,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,100000,7206.145,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,110000,7912.681,160,120,39,1,0,0,160,139,1,19,1,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,120000,8382.949,160,120,39,1,0,0,160,139,1,19,1,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,130000,8853.36,160,120,39,1,0,0,160,139,1,19,1,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,140000,9323.005,160,120,39,1,0,0,160,139,1,19,1,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,150000,9800.823,160,120,39,1,0,0,160,139,1,19,1,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,160000,10277.61,160,120,39,1,0,0,160,139,1,19,1,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,170000,10752.04,160,120,39,1,0,0,160,139,1,19,1,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,180000,11220.12,160,120,39,1,0,0,160,139,1,19,1,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,190000,11694.37,160,119,39,2,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,4,90413,200000,12156.8,160,119,39,2,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,0,0.0,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,10000,721.2991,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,20000,1419.056,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,30000,2149.077,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,40000,2864.932,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,50000,3568.632,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,60000,4303.986,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,70000,5018.843,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,80000,5742.835,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,90000,6464.937,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,100000,7183.575,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,110000,7904.538,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,120000,8612.916,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,130000,9350.057,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,140000,10090.94,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,150000,10784.25,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,160000,11512.17,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,170000,12215.97,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,180000,12938.44,160,120,40,0,0,0,160,140,0,20,0,0,0,0
sioal-si-neutral__prefactor-x10,5,90419,190000,13657.45,160,120,40,0,0,0,160,140,0,20,0,0,0,0
