scenario,replica,seed,window_start_step,window_end_step,window_start_time_s,window_end_time_s,area_time_a2_s,lattice_si_release_events,gross_si_events,adsorb_si_events,net_si_events,lattice_al_release_events,gross_al_events,adsorb_al_events,net_al_events,lattice_si_release_flux_mol_m2_s,lattice_al_release_flux_mol_m2_s,expected_lattice_origin_si_flux_from_propensity_mol_m2_s,expected_lattice_origin_al_flux_from_propensity_mol_m2_s,lattice_si_upper_95_mol_m2_s,lattice_al_upper_95_mol_m2_s,si_al_lattice_release_ratio_dimensionless,propensity_origin_status,steady_state_status,acceptance_passed,log10_lattice_si_release_flux_mol_m2_s,log10_lattice_al_release_flux_mol_m2_s,log10_expected_lattice_origin_si_flux_from_propensity_mol_m2_s,log10_expected_lattice_origin_al_flux_from_propensity_mol_m2_s
sioal-al-neutral__prefactor-x0.1,3,90409,40000,200000,2892.077777,14454.38266,8497693.080397181,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.853977577167828e-11,5.853977577167828e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
sioal-al-neutral__prefactor-x0.1,4,90413,40000,200000,2876.36484,14316.30479,8407761.2151714,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9165934280503e-11,5.9165934280503e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
sioal-al-neutral__prefactor-x0.1,5,90419,40000,200000,2864.943313,14371.44487,8456680.536444068,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.882367737071527e-11,5.882367737071527e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
sioal-al-neutral__prefactor-x0.1,6,90421,40000,200000,2881.338639,14373.32809,8446014.892873337,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889796002168301e-11,5.889796002168301e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
sioal-al-neutral__prefactor-x0.1,7,90427,40000,200000,2880.452503,14369.57131,8443905.118749414,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891267612640685e-11,5.891267612640685e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
sioal-al-neutral__prefactor-x10,0,90401,40000,200000,2858.235366,14346.99234,8443639.190302491,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891453155344644e-11,5.891453155344644e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
sioal-al-neutral__prefactor-x10,1,90403,40000,200000,2863.553084,14354.83388,8445494.068284225,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.890159219590276e-11,5.890159219590276e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
sioal-al-neutral__prefactor-x10,2,90407,40000,200000,2855.875473,14320.7238,8426067.577528963,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.903739115855473e-11,5.903739115855473e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
sioal-al-neutral__prefactor-x10,3,90409,40000,200000,2892.077775,14454.38265,8497693.074517598,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.853977581218215e-11,5.853977581218215e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
sioal-al-neutral__prefactor-x10,4,90413,40000,200000,2876.364838,14316.30478,8407761.209291816,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.916593432187799e-11,5.916593432187799e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
sioal-al-neutral__prefactor-x10,5,90419,40000,200000,2864.943312,14371.44486,8456680.529829536,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.882367741672517e-11,5.882367741672517e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
sioal-al-neutral__prefactor-x10,6,90421,40000,200000,2881.338637,14373.32808,8446014.886993753,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889796006268407e-11,5.889796006268407e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
sioal-al-neutral__prefactor-x10,7,90427,40000,200000,2880.452501,14369.5713,8443905.112869829,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.89126761674284e-11,5.89126761674284e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-minus-3,0,90401,40000,200000,2858.235368,14346.99234,8443639.188832596,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891453156370247e-11,5.891453156370247e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-minus-3,1,90403,40000,200000,2863.553085,14354.83389,8445494.074898755,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.89015921497709e-11,5.89015921497709e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-minus-3,2,90407,40000,200000,2855.875474,14320.72381,8426067.584143495,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.90373911122099e-11,5.90373911122099e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-minus-3,3,90409,40000,200000,2892.077777,14454.38265,8497693.073047701,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.853977582230814e-11,5.853977582230814e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-minus-3,4,90413,40000,200000,2876.36484,14316.30479,8407761.2151714,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9165934280503e-11,5.9165934280503e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-minus-3,5,90419,40000,200000,2864.943313,14371.44487,8456680.536444068,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.882367737071527e-11,5.882367737071527e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-minus-3,6,90421,40000,200000,2881.338638,14373.32809,8446014.893608287,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889796001655786e-11,5.889796001655786e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-minus-3,7,90427,40000,200000,2880.452502,14369.57131,8443905.119484361,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891267612127915e-11,5.891267612127915e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-plus-3,0,90401,40000,200000,2858.235368,14346.99234,8443639.188832596,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891453156370247e-11,5.891453156370247e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-plus-3,1,90403,40000,200000,2863.553085,14354.83389,8445494.074898755,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.89015921497709e-11,5.89015921497709e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-plus-3,2,90407,40000,200000,2855.875474,14320.72381,8426067.584143495,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.90373911122099e-11,5.90373911122099e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-plus-3,3,90409,40000,200000,2892.077777,14454.38265,8497693.073047701,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.853977582230814e-11,5.853977582230814e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-plus-3,4,90413,40000,200000,2876.36484,14316.30479,8407761.2151714,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9165934280503e-11,5.9165934280503e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-plus-3,5,90419,40000,200000,2864.943313,14371.44487,8456680.536444068,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.882367737071527e-11,5.882367737071527e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-plus-3,6,90421,40000,200000,2881.338638,14373.32809,8446014.893608287,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889796001655786e-11,5.889796001655786e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__ea-plus-3,7,90427,40000,200000,2880.452502,14369.57131,8443905.119484361,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891267612127915e-11,5.891267612127915e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x0.1,0,90401,40000,200000,2858.235368,14346.99234,8443639.188832596,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891453156370247e-11,5.891453156370247e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x0.1,1,90403,40000,200000,2863.553085,14354.83389,8445494.074898755,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.89015921497709e-11,5.89015921497709e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x0.1,2,90407,40000,200000,2855.875474,14320.72381,8426067.584143495,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.90373911122099e-11,5.90373911122099e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x0.1,3,90409,40000,200000,2892.077777,14454.38265,8497693.073047701,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.853977582230814e-11,5.853977582230814e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x0.1,4,90413,40000,200000,2876.36484,14316.30479,8407761.2151714,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9165934280503e-11,5.9165934280503e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x0.1,5,90419,40000,200000,2864.943313,14371.44487,8456680.536444068,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.882367737071527e-11,5.882367737071527e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x0.1,6,90421,40000,200000,2881.338638,14373.32809,8446014.893608287,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889796001655786e-11,5.889796001655786e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x0.1,7,90427,40000,200000,2880.452502,14369.57131,8443905.119484361,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891267612127915e-11,5.891267612127915e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x10,0,90401,40000,200000,2858.235368,14346.99234,8443639.188832596,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891453156370247e-11,5.891453156370247e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x10,1,90403,40000,200000,2863.553085,14354.83389,8445494.074898755,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.89015921497709e-11,5.89015921497709e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x10,2,90407,40000,200000,2855.875474,14320.72381,8426067.584143495,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.90373911122099e-11,5.90373911122099e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x10,3,90409,40000,200000,2892.077777,14454.38265,8497693.073047701,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.853977582230814e-11,5.853977582230814e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x10,4,90413,40000,200000,2876.36484,14316.30479,8407761.2151714,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9165934280503e-11,5.9165934280503e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x10,5,90419,40000,200000,2864.943313,14371.44487,8456680.536444068,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.882367737071527e-11,5.882367737071527e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x10,6,90421,40000,200000,2881.338638,14373.32809,8446014.893608287,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889796001655786e-11,5.889796001655786e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
connectivity-ladder__prefactor-x10,7,90427,40000,200000,2880.452502,14369.57131,8443905.119484361,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891267612127915e-11,5.891267612127915e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-minus-3,0,90401,40000,200000,18.01981101,90.4509452,53233.11865929482,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9.34480376186141e-09,9.34480376186141e-09,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-minus-3,1,90403,40000,200000,18.05333669,90.50038239,53244.81279206452,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9.342751367080256e-09,9.342751367080256e-09,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-minus-3,2,90407,40000,200000,18.00493301,90.28533465,53122.33807012276,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9.364291286395247e-09,9.364291286395247e-09,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-minus-3,3,90409,40000,200000,18.23317127,91.12798992,53573.90263507658,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9.285361398654099e-09,9.285361398654099e-09,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-minus-3,4,90413,40000,200000,18.13410869,90.25747482,53006.92513297855,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9.384680327240864e-09,9.384680327240864e-09,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-minus-3,5,90419,40000,200000,18.06210141,90.60510674,53315.33813213295,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9.330392808728715e-09,9.330392808728715e-09,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-minus-3,6,90421,40000,200000,18.16546612,90.61697955,53248.096341381904,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9.342175245359825e-09,9.342175245359825e-09,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-minus-3,7,90427,40000,200000,18.15987945,90.5932948,53234.79519332011,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9.344509464092263e-09,9.344509464092263e-09,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-plus-3,0,90401,40000,200000,210844.6929,652737.8445,324768496.8199799,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.5317158295028003e-12,1.5317158295028003e-12,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-plus-3,1,90403,40000,200000,454302.0811,621655.9985,122996430.23237355,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.044451099622726e-12,4.044451099622726e-12,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-plus-3,2,90407,40000,200000,251801.5125,347499.1964,70332823.30089091,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.072843434349831e-12,7.072843434349831e-12,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-plus-3,3,90409,40000,200000,116360.4478,138811.851,16500614.328061666,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0147547092049944e-11,3.0147547092049944e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-plus-3,4,90413,40000,200000,55412.67555,77925.36527,16545656.734588351,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0065476123596705e-11,3.0065476123596705e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-plus-3,5,90419,40000,200000,212080.5462,234840.6017,16727457.7248151,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.973871198401082e-11,2.973871198401082e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-plus-3,6,90421,40000,200000,200199.2024,222824.8705,16628689.971272146,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.991534801372789e-11,2.991534801372789e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__ea-plus-3,7,90427,40000,200000,84860.12306,107224.1784,16436418.191303432,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0265295133838664e-11,3.0265295133838664e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x0.1,0,90401,40000,200000,28582.02175,143360.6074,84356294.26186796,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.897047183684307e-12,5.897047183684307e-12,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x0.1,1,90403,40000,200000,28635.19828,143546.6717,84453959.86531162,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.8902276257541786e-12,5.8902276257541786e-12,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x0.1,2,90407,40000,200000,28558.42305,143205.5748,84259697.17730205,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9038076822924715e-12,5.9038076822924715e-12,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x0.1,3,90409,40000,200000,28920.4418,117968.6481,65445802.904736534,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.600992354346848e-12,7.600992354346848e-12,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x0.1,4,90413,40000,200000,28763.31435,143695.1272,84468908.28911805,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889185234883389e-12,5.889185234883389e-12,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x0.1,5,90419,40000,200000,28649.10038,143413.4692,84345845.63080873,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.89777770063983e-12,5.89777770063983e-12,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x0.1,6,90421,40000,200000,28813.05173,143629.647,84384229.35682787,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.895094987470454e-12,5.895094987470454e-12,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x0.1,7,90427,40000,200000,28789.71432,73352.06781,32751013.464015584,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.5188936001921225e-11,1.5188936001921225e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x10,0,90401,40000,200000,285.8238687,1434.700901,844364.9001123611,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891446309963811e-10,5.891446309963811e-10,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x10,1,90403,40000,200000,286.3556411,1435.485056,844550.3882045136,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.890152375165701e-10,5.890152375165701e-10,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x10,2,90407,40000,200000,285.5878791,1432.074045,842607.7375855965,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.903732250648353e-10,5.903732250648353e-10,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x10,3,90409,40000,200000,289.2081137,1445.439944,849770.294339961,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.853970782649892e-10,5.853970782649892e-10,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x10,4,90413,40000,200000,287.6368181,1431.632142,840777.0981895637,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.916586555154195e-10,5.916586555154195e-10,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x10,5,90419,40000,200000,286.4946641,1437.146156,845669.0356819511,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.882360906141548e-10,5.882360906141548e-10,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x10,6,90421,40000,200000,288.1341985,1437.334479,844602.4707369198,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889789158075312e-10,5.889789158075312e-10,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
al-o-al-analogue__prefactor-x10,7,90427,40000,200000,288.0455848,1436.9588,844391.4926630739,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891260769742087e-10,5.891260769742087e-10,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-minus-3,0,90401,40000,200000,2858.235368,14346.99234,8443639.188832596,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891453156370247e-11,5.891453156370247e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-minus-3,1,90403,40000,200000,2863.553085,14354.83389,8445494.074898755,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.89015921497709e-11,5.89015921497709e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-minus-3,2,90407,40000,200000,2855.875474,14320.72381,8426067.584143495,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.90373911122099e-11,5.90373911122099e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-minus-3,3,90409,40000,200000,2892.077777,14454.38265,8497693.073047701,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.853977582230814e-11,5.853977582230814e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-minus-3,4,90413,40000,200000,2876.36484,14316.30479,8407761.2151714,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9165934280503e-11,5.9165934280503e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-minus-3,5,90419,40000,200000,2864.943313,14371.44487,8456680.536444068,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.882367737071527e-11,5.882367737071527e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-minus-3,6,90421,40000,200000,2881.338638,14373.32809,8446014.893608287,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889796001655786e-11,5.889796001655786e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-minus-3,7,90427,40000,200000,2880.452502,14369.57131,8443905.119484361,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891267612127915e-11,5.891267612127915e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-plus-3,0,90401,40000,200000,2858.235368,14346.99234,8443639.188832596,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891453156370247e-11,5.891453156370247e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-plus-3,1,90403,40000,200000,2863.553085,14354.83389,8445494.074898755,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.89015921497709e-11,5.89015921497709e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-plus-3,2,90407,40000,200000,2855.875474,14320.72381,8426067.584143495,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.90373911122099e-11,5.90373911122099e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-plus-3,3,90409,40000,200000,2892.077777,14454.38265,8497693.073047701,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.853977582230814e-11,5.853977582230814e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-plus-3,4,90413,40000,200000,2876.36484,14316.30479,8407761.2151714,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9165934280503e-11,5.9165934280503e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-plus-3,5,90419,40000,200000,2864.943313,14371.44487,8456680.536444068,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.882367737071527e-11,5.882367737071527e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-plus-3,6,90421,40000,200000,2881.338638,14373.32809,8446014.893608287,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889796001655786e-11,5.889796001655786e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__ea-plus-3,7,90427,40000,200000,2880.452502,14369.57131,8443905.119484361,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891267612127915e-11,5.891267612127915e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__prefactor-x0.1,0,90401,40000,200000,2858.235368,14346.99234,8443639.188832596,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891453156370247e-11,5.891453156370247e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__prefactor-x0.1,1,90403,40000,200000,2863.553085,14354.83389,8445494.074898755,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.89015921497709e-11,5.89015921497709e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__prefactor-x0.1,2,90407,40000,200000,2855.875474,14320.72381,8426067.584143495,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.90373911122099e-11,5.90373911122099e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__prefactor-x0.1,3,90409,40000,200000,2892.077777,14454.38265,8497693.073047701,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.853977582230814e-11,5.853977582230814e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__prefactor-x0.1,4,90413,40000,200000,2876.36484,14316.30479,8407761.2151714,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9165934280503e-11,5.9165934280503e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__prefactor-x0.1,5,90419,40000,200000,2864.943313,14371.44487,8456680.536444068,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.882367737071527e-11,5.882367737071527e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
